id,名称,地址,电话,经度_GCJ02,纬度_GCJ02,经度_WGS84,纬度_WGS84,投影X,投影Y,类型代码,类型名称,省份,城市,区域,营业时间,评分
B0J6S73SAE,康敏诊所西郊三村店,西郊三村1号附19号(动物园地铁站2号口步行470米),[],106.513456,29.501233,106.4955331,29.49421719,437527.4413,3262915.657,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,九龙坡区,,[]
B0KAX7ETAP,元祖食品(融汇半岛店),李家沱街道融汇大道277号(玫瑰公馆1号门旁),13101356019,106.513647,29.472558,106.4957336,29.46555025,437529.2914,3259739.167,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,巴南区,,4.1
B0H33GPX29,和平药房融汇大道店,融汇大道融汇半岛十一期261号,023-62579674,106.513667,29.47175,106.4957539,29.46474251,437530.766,3259649.655,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,巴南区,,[]
B0IB9S5Q0E,晴海荟广场,西郊路2号附2号(杨家坪地铁站1号口旁),[],106.513494,29.508062,106.4955692,29.50104436,437535.124,3263672.111,60102,购物服务;商场;普通商场,重庆市,重庆市,九龙坡区,,4.5
B0GKV94V0G,泉源堂(融汇半岛艾德公馆店),李家沱融汇大道5号融汇半岛艾德公馆,023-62971949;19908393475,106.513779,29.470275,106.4958667,29.46326819,437540.8026,3259486.236,61201,购物服务;专卖店;古玩字画店,重庆市,重庆市,巴南区,,3.7
B001786WCL,四季花园,西郊路17号(杨家坪地铁站2号口步行210米),[],106.513602,29.505675,106.4956783,29.49865836,437544.2342,3263407.676,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B001786TOE,桐君阁大药房(融汇大道店),融汇大道4511号,13436177717,106.513823,29.469543,106.4959111,29.46253649,437544.6568,3259405.138,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,巴南区,,[]
B0FFIUW216,李俊峰中西医诊所,融汇半岛艾德公馆东门东北50米,15320534118,106.513871,29.470454,106.4959589,29.46344741,437549.8577,3259506.045,90300,医疗保健服务;诊所;诊所,重庆市,重庆市,巴南区,,[]
B0017877OF,渝隆大厦,杨家坪正街26号附4号,[],106.513691,29.5115,106.4957658,29.50448193,437556.2899,3264052.9,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFK9LLZ5,义乌超市(杨家坪店),杨家坪西郊路19号(杨家坪地铁站2号口步行100米),[],106.513746,29.506591,106.4958225,29.49957451,437558.7738,3263509.111,60400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.1
B0KR4CGYUU,跃华新都写字楼,前进支路与前进路交叉口东北60米,[],106.513793,29.509193,106.4958688,29.5021759,437564.8632,3263797.329,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00178TWY8,金汇园,西郊路24巷16号(杨家坪地铁站2号口步行470米),[],106.513854,29.503838,106.4959317,29.49682261,437567.6712,3263204.133,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00170AJK2,阳光馨苑,西郊路24巷25号(杨家坪地铁站2号口步行310米),[],106.513905,29.504628,106.4959826,29.49761253,437573.0922,3263291.632,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0017822XD,重啤花园,西郊三村5号,[],106.513946,29.500784,106.4960249,29.49376974,437574.8375,3262865.814,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFGTHO9E,美人转农超(融汇半岛店),融汇大道207号附2一1号,023-62577223;13637917069;17782009087,106.51427,29.46855,106.4963599,29.46154502,437587.5676,3259295.041,60400,购物服务;超级市场;超市,重庆市,重庆市,巴南区,,3.8
B0FFHCZCLA,中国电信(融汇半岛指定营业厅),融汇大道7号,18996080813,106.514275,29.472175,106.4963638,29.46516916,437590.1654,3259696.603,060305|070601,购物服务;家电电子卖场;手机销售|生活服务;电讯营业厅;中国电信营业厅,重庆市,重庆市,巴南区,,4.5
B0LRSM3X4T,大洋百货(重庆店),杨家坪西郊路3号(杨家坪地铁站2号口步行90米),[],106.514117,29.50727,106.4961945,29.50025439,437595.2517,3263584.245,060102|060101,购物服务;商场;普通商场|购物服务;商场;购物中心,重庆市,重庆市,九龙坡区,,4.3
B0KD6SCJ1G,源氏木语(九龙坡京东MALL店),西郊路3号京东MALL四层,19936615549,106.514171,29.507338,106.4962486,29.50032253,437600.5432,3263591.765,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4
B0KK3ZWV0U,猫幂古方头疗馆,李家沱街道融汇大道398号附13号,13022343537;13658398121,106.514463,29.470352,106.4965529,29.46334715,437607.3941,3259494.618,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,巴南区,,[]
B0H21U8LKM,融汇西流沱滨江旅游区-滨江公园,融汇大道与汇滨一路交叉口北240米,[],106.514431,29.476215,106.496519,29.46920862,437607.6951,3260144.103,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,3.6
B0KR6RVI5R,蓝盒子(杨家坪京东MALL店),正升·百老汇广场(杨家坪地铁站2号口旁),17265195961,106.514255,29.50761,106.4963328,29.50059469,437608.8712,3263621.877,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4
B0FFG8VE4X,齐恩超市(爱窝店),李家沱融汇大道7号融汇半岛7期5栋1号楼,18580030056,106.514489,29.471455,106.4965787,29.46444996,437610.5658,3259616.798,60400,购物服务;超级市场;超市,重庆市,重庆市,巴南区,,4
B0LUM40WEZ,ROG玩家国度(重庆京东MALL店),正升百老汇广场2楼(杨家坪地铁站2号口旁),18680722837,106.514275,29.507675,106.4963529,29.50065973,437610.8542,3263629.073,60306,购物服务;家电电子卖场;数码电子,重庆市,重庆市,九龙坡区,,3.5
B0J1XMSJJ8,渝丰馨苑,西郊路二十四巷二十四号,[],106.514309,29.503965,106.4963881,29.49695089,437611.9978,3263218.102,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0JAXAWJUR,LAWSON罗森(杨家坪西郊路店),西郊路3号京东MALL重庆杨家坪店F1层,023-67612970;15223057575,106.514315,29.5072,106.4963932,29.50018499,437614.4674,3263576.448,60200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.1
B0L1J78X3S,科大讯飞AI学习机专卖店(九龙坡京东超体店),杨家坪西郊路3号京东MALL二层,18583285128,106.514336,29.507586,106.4964141,29.50057094,437616.7348,3263619.201,60306,购物服务;家电电子卖场;数码电子,重庆市,重庆市,九龙坡区,,3.8
B0L2AU12K0,华硕电脑(杨家坪京东MALL店),西郊路3号京东MALL,13389669080;18680722837,106.514347,29.507733,106.4964251,29.50071792,437617.8903,3263635.482,60306,购物服务;家电电子卖场;数码电子,重庆市,重庆市,九龙坡区,,3.9
B0L1NLWJEI,京东家电,融汇大道217号,17723658985;18680712636,106.514613,29.46908,106.4967038,29.46207589,437621.2471,3259353.678,60300,购物服务;家电电子卖场;家电电子卖场,重庆市,重庆市,巴南区,,3.8
B0KDJ1KDB6,德国威能地暖(杨家坪京东mall店),西郊路19路5楼,17702342589;18996723603,106.51442,29.507383,106.4964985,29.50036824,437624.7859,3263596.696,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.3
B0FFKBCHJJ,融汇半岛天澜,融汇大道与汇滨一路交叉口北300米,[],106.514626,29.476729,106.4967145,29.46972306,437626.9647,3260200.999,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B00178VPD2,融汇半岛爱窝,融汇大道26号,[],106.514691,29.47244,106.4967811,29.4654353,437630.7915,3259725.868,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0L6PS9VID,零食很忙(重庆九龙坡杨家坪西郊路店),西郊路19号(杨家坪地铁站2号口步行120米),4009998082,106.514516,29.506923,106.4965949,29.49990865,437633.8542,3263545.72,61200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,4.3
B00170I3SJ,都市桃源,西郊路19号附11号(杨家坪地铁站2号口步行190米),[],106.514573,29.505921,106.4966524,29.4989071,437638.8138,3263434.714,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0L1PR7QQ2,恒洁卫浴(京东MALL杨家坪店),西郊路3号京东MALL-4楼,[],106.51464,29.507649,106.4967191,29.5006348,437646.3369,3263626.113,60604,购物服务;家居建材市场;厨卫市场,重庆市,重庆市,九龙坡区,,3.7
B00170KWS1,京东MALL(重庆杨家坪店),西郊路3号(杨家坪地铁站2号口旁),023-67865533,106.514691,29.507787,106.4967702,29.5007729,437651.3773,3263641.389,060102|060604|060305|080111,购物服务;商场;普通商场|购物服务;家居建材市场;厨卫市场|购物服务;家电电子卖场;手机销售|体育休闲服务;运动场馆;健身中心,重庆市,重庆市,九龙坡区,,4.8
B0FFJJ74ZR,正升·百老汇广场,复兴路与高进支路交叉口北80米,13650525658;18716388828,106.514691,29.507787,106.4967702,29.5007729,437651.3773,3263641.389,060101|061000,购物服务;商场;购物中心|购物服务;特色商业街;特色商业街,重庆市,重庆市,九龙坡区,,4.4
B0K2T5W7M5,凯度电器(重庆杨家坪京东Mall旗舰店),西郊路3号京东mall四楼,15123099713;18623138818,106.514691,29.507787,106.4967702,29.5007729,437651.3773,3263641.389,60300,购物服务;家电电子卖场;家电电子卖场,重庆市,重庆市,九龙坡区,,4
B0LD9R6GFB,凯伦诗按摩椅(京东MALL九龙坡店),西郊路3号(京东MALL九龙坡店)1楼,13308367533;15923586055,106.514729,29.507742,106.4968084,29.50072803,437655.0467,3263636.396,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.1
B0J2B5LI2S,遇到光眼镜.杨家坪(百老汇店),杨家坪街道杨家坪西郊路3号2单元13-10号,18602316526,106.514756,29.507611,106.4968355,29.50059714,437657.5962,3263621.879,61204,购物服务;专卖店;眼镜店,重庆市,重庆市,九龙坡区,,4.1
B0I2CRDFQR,苏渝养生馆,融汇半岛·拾光公馆,[],106.515017,29.470138,106.4971089,29.4631348,437661.168,3259470.791,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,巴南区,,3.8
B0017874R0,LOT POP乐派,杨家坪正升百老汇广场a座(杨家坪地铁站2号口步行200米),023-68657241,106.514789,29.508828,106.4968682,29.50181389,437661.5146,3263756.681,60102,购物服务;商场;普通商场,重庆市,重庆市,九龙坡区,,4.5
B00178XE0B,百康年·世纪门A座商业,步行街8号3幢附近,[],106.514788,29.512227,106.4968662,29.50521189,437663.3978,3264133.192,120201|120203,商务住宅;楼宇;商务写字楼|商务住宅;楼宇;商住两用楼宇,重庆市,重庆市,九龙坡区,,[]
B0KUHUH6MR,R&T瑞尔特(杨家坪京东MALL),杨家坪街道杨家坪京东MALL四楼瑞尔特,18580104395,106.514825,29.508125,106.4969046,29.50111119,437664.6062,3263678.8,60604,购物服务;家居建材市场;厨卫市场,重庆市,重庆市,九龙坡区,,4
B0LR01OPMQ,金茂大厦A栋,杨家坪正街24号金茂大厦(杨家坪地铁站5号口步行50米),[],106.514825,29.510525,106.4969038,29.5035105,437666.0044,3263944.652,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0JAFMGGHO,冯氏开锁换锁疏通管道(都市桃源店),杨家坪街道西郊路19号附2号,13628217791;15823115021,106.514864,29.506468,106.4969442,29.49945478,437667.4338,3263495.243,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4
B0K3URIMPV,摩恩(杨家坪京东MALL店),杨家坪西郊路3号京东MALL5层,15802369307,106.51494,29.507872,106.49702,29.5008586,437675.643,3263650.75,060604|061100,购物服务;家居建材市场;厨卫市场|购物服务;服装鞋帽皮具店;服装鞋帽皮具店,重庆市,重庆市,九龙坡区,,3.9
B0KAVUF1ZL,JMGO坚果投影(杨家坪京东MALL),西郊路3号京东MALL二楼,15223096081,106.514966,29.507784,106.4970461,29.5007707,437678.1203,3263640.997,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.7
B0KAFCHRRA,机械革命官方体验店(重庆杨家坪京东MALL),杨家坪街道京东MALL二层机械革命门店,18323137144,106.514967,29.507727,106.4970472,29.50071372,437678.1843,3263634.682,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.2
B0KDYMVCI2,石头小家电(京东mall九龙坡店),杨家坪京东MALL1楼(服务台对面),13883875371,106.514967,29.507727,106.4970472,29.50071372,437678.1843,3263634.682,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.7
B0KAVHEMCK,重庆京东MALL授权体验店,西郊路3号重庆京东MALL一层,[],106.514969,29.507764,106.4970492,29.50075071,437678.4004,3263638.781,60300,购物服务;家电电子卖场;家电电子卖场,重庆市,重庆市,九龙坡区,,4.2
B0FFG7XPSR,兴胜大厦,杨家坪兴胜路56号,[],106.51495,29.512871,106.4970285,29.50585617,437679.5274,3264204.494,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0I0YPSMOP,杨家坪重百大楼,杨家坪(杨家坪地铁站2号口步行410米),[],106.514977,29.510914,106.4970562,29.50389982,437681.0132,3263987.709,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0JASK61D7,乐泰亮甲(融汇半岛店),融汇大道350号,17323964449,106.515239,29.469091,106.4973319,29.46208869,437682.1573,3259354.76,90602,医疗保健服务;医药保健销售店;医疗保健用品,重庆市,重庆市,巴南区,,[]
B0L1FO0IQY,九龙坡区杨家坪正升百老汇广场A座,正升·百老汇广场(杨家坪地铁站5号口步行150米),[],106.515025,29.508975,106.497105,29.50196152,437684.5519,3263772.913,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFLDZ955,融汇半岛·拾光公馆,香缇漫山西南门,023-86996666,106.515268,29.470277,106.4973606,29.46327449,437685.6684,3259486.134,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0FFG7YPDP,金茂大厦,杨家坪正街24号(杨家坪地铁站2号口步行390米),[],106.515088,29.510844,106.4971676,29.50383016,437691.7672,3263979.931,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFG7XQW8,建行大厦,杨家坪正街20号,[],106.515117,29.511259,106.4971966,29.50424513,437694.8292,3264025.894,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00178VTYR,以纯(重庆杨家坪京东MALL店),杨家坪西郊路3号1-1(杨家坪地铁站2号口步行150米),[],106.51522,29.508156,106.4973009,29.50114332,437703.0392,3263682.148,61101,购物服务;服装鞋帽皮具店;品牌服装店,重庆市,重庆市,九龙坡区,,4.1
B0LD4KHODS,香堤漫山6期,博文二路与峡谷路交叉口南160米,[],106.515528,29.470037,106.4976216,29.4630353,437710.8239,3259459.492,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0FFHO1VHJ,中国移动(正升·百老汇广场店),西郊路3号京东MALL重庆杨家坪店F1层,[],106.515339,29.507922,106.4974203,29.50090973,437714.4761,3263656.202,060305|070603,购物服务;家电电子卖场;手机销售|生活服务;电讯营业厅;中国移动营业厅,重庆市,重庆市,九龙坡区,,4.3
B0L1YXEQUA,邮政大楼,珠江路与杨家坪正街交叉口西40米,[],106.515375,29.511425,106.4974554,29.50441182,437720.0163,3264044.226,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0J1OACWIV,美宜佳(重庆中迪广场店),中迪广场2号门(杨家坪地铁站7号口步行80米),19112927798,106.515422,29.506912,106.4975039,29.49990026,437721.9603,3263544.304,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4
B0G0FR9Y8V,中国移动(杨家坪步行街营业厅),杨家坪正街25号(杨家坪地铁站5号口步行180米),[],106.515415,29.508885,106.4974963,29.50187268,437722.4278,3263762.858,060305|070603,购物服务;家电电子卖场;手机销售|生活服务;电讯营业厅;中国移动营业厅,重庆市,重庆市,九龙坡区,,4.4
B0017926D3,百康年·世纪门,杨家坪正街8号,023-68962233,106.515402,29.512123,106.4974823,29.50510969,437723.0483,3264121.538,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0HRKH9MIY,重庆中迪广场3栋,复兴路与高进支路交叉口东南100米,[],106.515512,29.506468,106.4975944,29.49945665,437730.4548,3263495.102,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L6KR8PO9,蜗艾蜗家艾公馆,李家沱街道峡谷路243号附18号,13350350771,106.515742,29.471102,106.497836,29.46410066,437732.2625,3259577.422,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,巴南区,,3.7
B001702DFC,国际金融大厦(团结路),团结路1-2号(杨家坪地铁站2号口步行260米),[],106.515625,29.509157,106.4977069,29.5021452,437743.009,3263792.942,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00178TVR8,立丹时尚街,杨家坪正街25号(杨家坪地铁站2号口步行210米),[],106.515625,29.509157,106.4977069,29.5021452,437743.009,3263792.942,60102,购物服务;商场;普通商场,重庆市,重庆市,九龙坡区,,4.4
B001702F84,金洲商务大厦,杨家坪兴胜路66号9-1号,[],106.51563,29.512372,106.4977109,29.50535928,437745.3659,3264149.071,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0LR0OPRBE,银都大厦A座,杨家坪正街13号银都大厦(杨家坪地铁站5号口步行90米),[],106.515675,29.510625,106.4977566,29.50361292,437748.7256,3263955.544,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFJ1F5O8,融汇半岛水晶公馆,融汇大道492-494正北方向170米,[],106.515898,29.474817,106.4979913,29.4678152,437749.5975,3259988.92,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0FFKV97AJ,视野联行眼镜全国连锁(重庆杨家坪店),杨家坪店中迪广场4栋20层2号,17318414718;18580417815,106.515804,29.505913,106.4978875,29.49890265,437758.5301,3263433.56,61204,购物服务;专卖店;眼镜店,重庆市,重庆市,九龙坡区,,4.3
B0J03U6963,中国电信(中迪广场店),"杨正街68号1栋附333号,3栋大门口",18100877328,106.515825,29.506075,106.4979085,29.49906466,437760.6667,3263451.501,60305,购物服务;家电电子卖场;手机销售,重庆市,重庆市,九龙坡区,,3.9
B0L3OKWUSN,立丹大厦,杨家坪横街与杨家坪正街交叉口东北40米,[],106.515825,29.508975,106.4979076,29.50196383,437762.3534,3263772.738,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFKHO56Q,盒马鲜生(杨家坪店),杨家坪正街68号附85号中迪广场G2层,023-68531925,106.515889,29.505924,106.4979728,29.49891389,437766.8031,3263434.76,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.6
B0HRK5A1Q4,重庆中迪广场4栋,复兴路与上阳路交叉口北120米,[],106.515947,29.505981,106.498031,29.49897104,437772.477,3263441.061,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00178XDIX,百康年·世纪门C座,杨家坪正街8号,023-68962233,106.515923,29.512159,106.498005,29.50514718,437773.7357,3264125.413,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B001707HOC,银都大厦,杨家坪正街13号(杨家坪地铁站2号口步行440米),[],106.515935,29.510787,106.4980174,29.50377562,437774.1048,3263973.432,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFL5JSU1,白云大厦,珠江路与杨家坪横街交叉口西北40米,[],106.51597,29.508977,106.4980531,29.50196624,437776.4559,3263772.928,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0GU9XV0A3,康邻大药房(融汇江上店),融汇大道432-436,18166384247,106.516225,29.471025,106.4983206,29.46402506,437779.2075,3259568.787,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,巴南区,,[]
B00178VSRJ,佳宇大厦,杨家坪珠江路39号2-38号,[],106.516012,29.51036,106.4980948,29.50334896,437781.3447,3263926.116,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFG83F0V,重庆渝西医院住院部,重庆渝西医院,[],106.516123,29.503583,106.4982083,29.49657423,437788.1997,3263175.392,90100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[]
B0KKOSZPAR,新希望D10天际星湖岛,杨家坪正街51号,[],106.516354,29.502241,106.4984404,29.49523327,437809.8861,3263026.685,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0L197HOMA,盛仁汇大厦28号,珠江路与杨家坪横街交叉口北40米,[],106.516325,29.509125,106.4984092,29.50211522,437811.066,3263789.245,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00170KWOJ,九九商业大厦,兴胜路68号附5号,[],106.516354,29.512732,106.4984372,29.50572125,437815.9826,3264188.79,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L6TSAAIP,融汇半岛克拉公馆(建设中),峡谷路与博文二路交叉口南320米,[],106.516721,29.468743,106.4988189,29.46174503,437826.1378,3259315.887,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B001786RJM,重庆渝西医院,铁马小学后,023-68062217;023-68409346;023-68411120,106.516539,29.503486,106.4986257,29.49647845,437828.6018,3263164.556,90100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[]
B0FFGZY3FB,重庆中迪广场,杨家坪正街68号(杨家坪地铁站7号口步行100米),023-68789999,106.516585,29.505666,106.4986712,29.49865796,437834.3418,3263406.029,60100,购物服务;商场;商场,重庆市,重庆市,九龙坡区,,4.5
B0L3O1Z0JK,巴渝大厦1栋,劳动三村2号附4-5号巴渝大厦,[],106.516575,29.514175,106.4986585,29.50716446,437838.3125,3264348.584,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L1C971GM,谢家湾街道建业大厦4单元,谢家湾正街与国美支路交叉口西40米,[],106.51658,29.513537,106.4986637,29.50652666,437838.4281,3264277.911,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B001702F80,盛仁汇大厦,杨家坪横街28号(杨家坪地铁站2号口步行360米),[],106.516708,29.509032,106.4987935,29.50202335,437848.2588,3263778.859,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFK3GY67,重庆杨家坪五环大楼,杨家坪正街11号,[],106.516747,29.511574,106.4988319,29.50456472,437853.528,3264060.431,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L1RHBTH0,九龙坡区人民医院健康体检中心,上游村1号,[],106.517197,29.489306,106.4992902,29.48230421,437884.3696,3261593.651,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,[]
B0FFGVZUR7,西城天街B馆,珠江路49-1号附近,[],106.517111,29.511099,106.4991972,29.5040909,437888.6502,3264007.735,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0LUNL33BO,中迪广场A区,上阳路与复兴路交叉口东80米,[],106.517212,29.504679,106.4993005,29.49767304,437894.7467,3263296.56,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0H1PHQACD,新希望·D10天际,杨家坪正街,[],106.517294,29.502353,106.4993835,29.49534793,437901.372,3263038.886,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,4.7
B0FFK4IUY2,西街星座B座,珠江路48号(杨家坪地铁站4号口步行140米),[],106.517264,29.510788,106.4993508,29.50378042,437903.3486,3263973.252,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFG0ICLT,融汇半岛五园湾A区,融汇大道5号,[],106.517552,29.473925,106.4996511,29.46692815,437909.9861,3259889.747,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B00178X4JM,龙湖·西城国际,珠江路48号(杨家坪地铁站4号口步行270米),[],106.51746,29.51056,106.4995475,29.50355305,437922.2768,3263947.953,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00170I3HA,龙湖重庆西城天街,杨家坪步行街珠江路48号,023-68126001,106.517462,29.51056,106.4995495,29.50355306,437922.4713,3263947.953,60101,购物服务;商场;购物中心,重庆市,重庆市,九龙坡区,,4.7
B0FFM1NE33,龙湖·西城国际C座,团结路与兴胜路交叉口西60米,[],106.517485,29.510232,106.4995727,29.50322522,437924.5177,3263911.615,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L1RHBM0L,九龙坡区人民医院门诊部,九龙坡区上游村1号,[],106.517709,29.488775,106.499804,29.48177481,437933.8629,3261534.718,90000,医疗保健服务;医疗保健服务场所;医疗保健服务场所,重庆市,重庆市,九龙坡区,,[]
B0FFHP1GV6,龙湖西街星座A座,杨家坪珠江路西城天街48号,[],106.517583,29.511314,106.4996707,29.50430718,437934.6756,3264031.448,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B001786VZR,建设广场,杨家坪谢家湾正街59号,[],106.51766,29.513938,106.4997472,29.50693063,437943.6854,3264322.094,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0LGCRTS99,COLMO(重庆杨家坪乐尚装饰店),杨家坪街道杨家坪正街7号原国美电器1楼,13980076460,106.517715,29.509329,106.4998038,29.50232313,437946.3611,3263811.538,60600,购物服务;家居建材市场;家居建材市场,重庆市,重庆市,九龙坡区,,3.6
B0FFM2W0CD,西城天街C座,珠江路48号龙湖·西城国际,[],106.517711,29.510131,106.4997995,29.50312489,437946.4371,3263900.377,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0J1UH5XB0,重庆市九龙坡区人民医院,九龙街道上游村1号,023-68859080,106.517982,29.489208,106.5000778,29.48220848,437960.6678,3261582.624,90100,医疗保健服务;综合医院;综合医院,重庆市,重庆市,九龙坡区,,[]
B001792AEJ,利霞五金建材(融汇半岛五园湾B区店),融汇大道5号融汇半岛五园湾B区,13098782361,106.518085,29.472674,106.5001862,29.46567898,437961.1131,3259751.049,60603,购物服务;家居建材市场;建材五金市场,重庆市,重庆市,巴南区,,3.8
B0L04UXDPA,重庆市九龙坡区珠江路48号2幢龙湖西城天街A馆,兴胜路与团结路交叉口西北20米,[],106.517925,29.510175,106.5000142,29.50316949,437967.2736,3263905.204,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00170AFBV,铁马公寓,西子路51号,[],106.517996,29.499937,106.5000886,29.4929346,437968.2451,3262771.106,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0LDYAI3VQ,和平新健康药房(九龙坡店),锦龙路177号,[],106.518025,29.495453,106.500119,29.48845192,437968.4677,3262274.394,90601,医疗保健服务;医药保健销售店;药房,重庆市,重庆市,九龙坡区,,[]
B0L2YCX0WB,LULUZOU H SHOP(九龙坡D10店),西子路51号,13983457081,106.518004,29.502051,106.5000959,29.49504804,437970.2481,3263005.277,60000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.5
