id,名称,地址,电话,经度,纬度,类型代码,类型名称,省份,城市,区域,营业时间,评分
B0FFMBTPWB,融汇半岛江上公馆A区,汇滨一路与汇悦路交叉口东北160米,[],106.510072,29.473612,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0HUARG4V8,曦圆青岗湾2期,马王坪正街与马王坪后街交叉口东南约40米,[],106.538839,29.466352,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0FFK8TNK7,中建龙玺台,九龙街道杨渡村5号,[],106.505284,29.493611,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0LD4KHODS,香堤漫山6期,博文二路与峡谷路交叉口南160米,[],106.515528,29.470037,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0FFG8W3CZ,杨渡村,西郊路59附1附近,[],106.507688,29.497373,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0LD4KHSOS,观江16期,汇悦路与汇景路交叉口东北260米,[],106.509925,29.474975,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0FFGX4TMX,融汇半岛艾德公馆,李家沱融汇大道5号(长江大桥南桥头),023-62595598,106.512803,29.470424,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0G1D1I3JW,融汇半岛东区2期,融汇大道与汇南二路交叉口东北约200米,[],106.519434,29.466491,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B00178UCFO,直港大道小区,直港大道与天宝路交叉口西南60米,[],106.521227,29.508825,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0L2POQY2W,珠江花园A期,万象四路与万金路交叉口南120米,[],106.528875,29.510125,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B001786WCL,四季花园,西郊路17号(杨家坪地铁站2号口步行210米),[],106.513602,29.505675,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0L377M0S6,桃花溪D座,桃花溪街与西郊路交叉口东80米,[],106.513275,29.504025,120302|120201,商务住宅;住宅区;住宅小区|商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00178X9M6,群乐佳苑,群乐路,[],106.549530,29.469935,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B00170I3SR,心巢御园,西郊路59号(动物园地铁站2号口步行460米),[],106.506518,29.497611,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178TWYA,天赐佳园,西郊路56号,[],106.511043,29.503331,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178TWY7,锦龙苑,杨家坪西郊路30号(动物园地铁站1号口步行300米),[],106.507972,29.500039,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFJKBXXN,美好家园,杨家坪街道桃花溪街74号(杨家坪地铁站2号口步行390米),[],106.512935,29.504367,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0017822QJ,斌鑫·丰泽园,杨家坪直港大道,023-89809700,106.520660,29.509738,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B001786U9Z,紫金星城,李家沱三角碑车站,[],106.533443,29.463904,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0FFF5NULI,民主三村,九龙坡杨家坪直港大道中段,[],106.522862,29.510115,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178TWYD,跃华直港小区,直港大道2号,[],106.519486,29.509188,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178YWIU,祥瑞新城,杨家坪劳动一村59号,[],106.525488,29.511433,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,3.7
B00178TWMY,明鑫园,李家沱马王坪正街2号,[],106.542652,29.465929,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0FFH107HD,蓝光林肯公园,龙洲大道2999号,023-62897777,106.558961,29.483826,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0FFGMHLRK,工联一村,李渡路与巴滨路交叉口东260米,[],106.548803,29.469523,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0JB31DPID,重庆市第七人民医院-家属区,李渡路与巴滨路交叉口东220米,[],106.548590,29.469690,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0HGFA61X3,卓越中寰,杨家坪商圈动物园旁(动物园地铁站1号口步行280米),[],106.506839,29.499769,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0G3ZBLJFD,康养1号,马王坪后街与马王坪正街交叉口南120米,[],106.539315,29.465342,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B001786TTP,融汇半岛东区,李家沱融汇大道1号(重庆理工大学地铁站2D口步行90米),[],106.519384,29.465531,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0FFGKB4AL,杨渡一村,武装部支路与杨渡路交叉口东南160米,[],106.505673,29.496564,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFJOLBCD,东原·九城时光,九滨路2号,[],106.526755,29.512206,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0FFFG0620,中交那里,杨渡路639号,[],106.503543,29.493588,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,大渡口区,,[]
B0FFH25ZDS,建新东苑,马王坪后街与李石路交叉口北80米,[],106.537355,29.464194,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B0L2O5WECJ,锦怡B座,杨家坪西郊路24号锦怡国际,[],106.511125,29.503675,120201|120302,商务住宅;楼宇;商务写字楼|商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B001786RWQ,美堤雅城B区,汇龙路68号(兰花路地铁站4号口步行410米),[],106.555990,29.499982,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,南岸区,,[]
B0KBR7UFUH,染料新村,李石路与马王坪后街交叉口东北160米,[],106.538497,29.464712,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[]
B001786S3M,艾佳天泰,团结路50号(杨家坪地铁站4号口步行230米),[],106.518468,29.510024,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B0LAV190T6,双鉄金大厦,黄桷坪正街与龙吟路交叉口北180米,[],106.541278,29.485869,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B001703A42,福星楼,黄桷坪正街,[],106.543497,29.488765,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B001786RW2,观江大厦,滩子口加油站旁,[],106.532608,29.499340,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B001792975,重庆南站货运楼,龙吟路重庆南站货场附近,[],106.545359,29.484434,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,4.4
B0LR0OPKAQ,五洲世纪文化创意中心-办公大楼,九凤支路与九凤大道交叉口东100米,[],106.522775,29.497925,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00178XAV1,港华大楼,铁路二村227号,[],106.534110,29.500619,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0KGLC0UW1,九龙智荟大厦,西子路新华春天A6栋,[],106.519211,29.498110,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFKR79AL,重庆冶金动力建筑安装工程公司综合大楼,[],[],106.510561,29.490474,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,大渡口区,,[]
B0H21U8LKM,融汇西流沱滨江旅游区-滨江公园,融汇大道与汇滨一路交叉口北240米,[],106.514431,29.476215,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,3.6
B00170A47F,建设大厦(直港大道),杨家坪民主三村9栋,[],106.525761,29.508708,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0LUNL33BO,中迪广场A区,上阳路与复兴路交叉口东80米,[],106.517212,29.504679,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0LR1XUSAA,建设大厦B幢,建设大厦(直港大道),[],106.526317,29.508640,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0HRK5A1Q4,重庆中迪广场4栋,复兴路与上阳路交叉口北120米,[],106.515947,29.505981,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B001791PYK,轻轨综合楼,杨家坪西交路29号(动物园轻轨车站旁),[],106.508987,29.499436,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0LGF7QGFR,滨江商业,南滨路与二塘路交叉口东南40米,[],106.556375,29.490575,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[]
B0FFJDT2MG,重庆市征兵大楼,南滨西路1号,[],106.555035,29.498231,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[]
B0MG272N1G,桃花溪G座,桃花溪街与西郊路交叉口东南140米,[],106.513275,29.503175,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0HRKH9MIY,重庆中迪广场3栋,复兴路与高进支路交叉口东南100米,[],106.515512,29.506468,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L2B7LCPT,立丹大厦3栋,马王坪正街17号立丹大厦,[],106.538575,29.466225,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,[]
B0017926GG,信合大厦,西郊路80中旁(杨家坪地铁站2号口步行370米),[],106.512285,29.504771,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFKC2RJM,天宝商住楼,直港大道11号,[],106.522613,29.509247,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFFADZAQ,锦怡国际,杨家坪西郊路24号,[],106.510922,29.503723,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0JB31HT5F,民主党派大楼,西郊路与桃花溪街交叉口西40米,[],106.511956,29.504029,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00170AGWI,西郊大厦(西郊支路),前进路38号(杨家坪地铁站1号口步行170米),023-68426727,106.512717,29.506445,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B001702F80,盛仁汇大厦,杨家坪横街28号(杨家坪地铁站2号口步行360米),[],106.516708,29.509032,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L12RUZDP,玖福金座1栋,李石路与马王坪正街交叉口南140米,[],106.539875,29.465025,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,[]
B0LGXLDY56,桃花溪A座,西郊支路与西郊路交叉口西80米,[],106.511525,29.504375,120201|120302,商务住宅;楼宇;商务写字楼|商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[]
B00178X3ZY,九龙大厦(锦龙路),西郊路98号(动物园地铁站1号口步行460米),[],106.505114,29.498483,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B001702DFC,国际金融大厦(团结路),团结路1-2号(杨家坪地铁站2号口步行260米),[],106.515625,29.509157,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0LU6LKUNK,中迪广场写字楼,直港大道与杨家坪横街交叉口东北100米,[],106.520011,29.510009,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00178X4JM,龙湖·西城国际,珠江路48号(杨家坪地铁站4号口步行270米),[],106.517460,29.510560,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0I601BG2R,融智中心,直港大道与兴胜路交叉口东南40米,[],106.518496,29.509512,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFM1NE33,龙湖·西城国际C座,团结路与兴胜路交叉口西60米,[],106.517485,29.510232,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFM2W0CD,西城天街C座,珠江路48号龙湖·西城国际,[],106.517711,29.510131,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFL5JSU1,白云大厦,珠江路与杨家坪横街交叉口西北40米,[],106.515970,29.508977,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0JAYB8039,百丰广场,李家沱正街与马王坪正街交叉口西南60米,[],106.542886,29.465076,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,[]
B0L2R5M1F4,凌云商务1号楼,西郊支路与桃花溪街交叉口东北60米,[],106.510851,29.504805,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L3OKWUSN,立丹大厦,杨家坪横街与杨家坪正街交叉口东北40米,[],106.515825,29.508975,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFK4IUY2,西街星座B座,珠江路48号(杨家坪地铁站4号口步行140米),[],106.517264,29.510788,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0JB31HTHL,九龙坡区供销社-综合楼,西郊支路与桃花溪街交叉口北140米,[],106.510986,29.505411,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0LDZ5MH4U,九龙大厦2栋,西郊路98号九龙大厦(锦龙路),[],106.505161,29.498437,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L197HOMA,盛仁汇大厦28号,珠江路与杨家坪横街交叉口北40米,[],106.516325,29.509125,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00178VSRJ,佳宇大厦,杨家坪珠江路39号2-38号,[],106.516012,29.510360,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L04UXDPA,重庆市九龙坡区珠江路48号2幢龙湖西城天街A馆,兴胜路与团结路交叉口西北20米,[],106.517925,29.510175,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFHP1GV6,龙湖西街星座A座,杨家坪珠江路西城天街48号,[],106.517583,29.511314,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L1FO0IQY,九龙坡区杨家坪正升百老汇广场A座,正升·百老汇广场(杨家坪地铁站5号口步行150米),[],106.515025,29.508975,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B001707HOC,银都大厦,杨家坪正街13号(杨家坪地铁站2号口步行440米),[],106.515935,29.510787,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFGVZUR7,西城天街B馆,珠江路49-1号附近,[],106.517111,29.511099,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0I0YPSMOP,杨家坪重百大楼,杨家坪(杨家坪地铁站2号口步行410米),[],106.514977,29.510914,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B001793458,时代壹佰,巴南大道2号(恒大城附近),[],106.546375,29.463956,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,[]
B0KR4CGYUU,跃华新都写字楼,前进支路与前进路交叉口东北60米,[],106.513793,29.509193,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0H3M78537,渝隆创新大厦,前进支路15号(杨家坪地铁站5号口步行260米),[],106.513183,29.509851,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFK3GY67,重庆杨家坪五环大楼,杨家坪正街11号,[],106.516747,29.511574,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFG7YPDP,金茂大厦,杨家坪正街24号(杨家坪地铁站2号口步行390米),[],106.515088,29.510844,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0LR0OPRBE,银都大厦A座,杨家坪正街13号银都大厦(杨家坪地铁站5号口步行90米),[],106.515675,29.510625,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0017926D3,百康年·世纪门,杨家坪正街8号,023-68962233,106.515402,29.512123,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00178XDIX,百康年·世纪门C座,杨家坪正街8号,023-68962233,106.515923,29.512159,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFGMKBYB,李家沱钻石公寓,林湖一路215号,[],106.545544,29.463065,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,[]
B0LR01OPMQ,金茂大厦A栋,杨家坪正街24号金茂大厦(杨家坪地铁站5号口步行50米),[],106.514825,29.510525,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFG7XQW8,建行大厦,杨家坪正街20号,[],106.515117,29.511259,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00170KWOJ,九九商业大厦,兴胜路68号附5号,[],106.516354,29.512732,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFGE82TY,杨家坪力扬国际,兴胜路55号(杨家坪地铁站5号口步行290米),[],106.512436,29.509974,120203|120201,商务住宅;楼宇;商住两用楼宇|商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B001702F84,金洲商务大厦,杨家坪兴胜路66号9-1号,[],106.515630,29.512372,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0017877OF,渝隆大厦,杨家坪正街26号附4号,[],106.513691,29.511500,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00178XE0B,百康年·世纪门A座商业,步行街8号3幢附近,[],106.514788,29.512227,120201|120203,商务住宅;楼宇;商务写字楼|商务住宅;楼宇;商住两用楼宇,重庆市,重庆市,九龙坡区,,[]
B00179465Y,荣州苑商务楼,新胜一村6幢附1号(杨家坪地铁站1号口步行480米),[],106.512375,29.511046,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFGIC0QM,力扬国际B座,杨家坪兴胜路55号(力扬国际),13618330794,106.511698,29.510302,120201|120203,商务住宅;楼宇;商务写字楼|商务住宅;楼宇;商住两用楼宇,重庆市,重庆市,九龙坡区,,[]
B001786VZR,建设广场,杨家坪谢家湾正街59号,[],106.517660,29.513938,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L1YXEQUA,邮政大楼,珠江路与杨家坪正街交叉口西40米,[],106.515375,29.511425,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFG0OSW0,华润广场B座,谢家湾正街53号,[],106.518713,29.514660,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,3.4
B0FFGMMTZC,华润广场,谢家湾正街49号,15823161402,106.518873,29.514607,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,4.7
B0FFG7XPSR,兴胜大厦,杨家坪兴胜路56号,[],106.514950,29.512871,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFK8GNX9,保利时代广场B座,兴胜路与兴胜支路交叉口北100米,[],106.512588,29.512864,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L1C971GM,谢家湾街道建业大厦4单元,谢家湾正街与国美支路交叉口西40米,[],106.516580,29.513537,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFKCPHGL,保利时代广场A座,花半里路与兴胜路交叉口东60米,[],106.512269,29.513224,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L2UCEJC8,重庆南岸区无忧传媒3栋,丹龙路17号数字产业·渝产业园,[],106.549675,29.512025,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[]
B0LR0OP0A1,盾安九龙都L楼,兴胜路与兴胜支路交叉口东北60米,[],106.513025,29.512125,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0LAP7F7LU,世贸广场-南区,李家沱正街与凯德路交叉口东140米,[],106.544421,29.460781,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,[]
B0L3O1Z0JK,巴渝大厦1栋,劳动三村2号附4-5号巴渝大厦,[],106.516575,29.514175,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0HA56LHKZ,万达国际写字楼,青龙路与桃源二路交叉口东南80米,[],106.547152,29.514097,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[]
B0L12LV6YT,保亿中心2号楼,青龙路西侧保亿中心,[],106.552775,29.511525,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[]
B00179297D,海丰楼,新胜三村1幢1号,[],106.508572,29.511467,120201|120203,商务住宅;楼宇;商务写字楼|商务住宅;楼宇;商住两用楼宇,重庆市,重庆市,九龙坡区,,[]
B0I60LCV9F,传媒大厦,兴胜路与石坪桥正街交叉口西南180米,[],106.509997,29.512223,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0IDH5N0I6,新大新大厦,丹回路与丹龙路交叉口东280米,[],106.552675,29.511275,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[]
B0FFKOPGEV,九龙坡区招生办公室大楼,兴胜路与花半里路交叉口西南120米,[],106.510341,29.512584,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0I6BZI780,教育直属单位办公大楼,兴胜路与花半里路交叉口西南120米,[],106.510381,29.512638,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L1A7JL5K,金鼎大厦15栋,冶金一村15号金鼎大厦,[],106.509475,29.512625,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0FFI6QWTT,天乐时光A座,冶金一村15号金鼎大厦,[],106.509546,29.512416,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0LRLNMRW2,金鼎大厦1单元,冶金路与彩虹路交叉口东北140米,[],106.509515,29.512661,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B00170ANMM,中国十八冶综合办公楼,冶金路与石坪桥横街交叉口东北200米,[],106.504383,29.509961,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L3VHIWBW,中阳大厦4栋,石坪桥正街2号中阳大厦(石坪桥地铁站1A口步行420米),[],106.511295,29.513786,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[]
B0L1BMYSKH,隆鑫通用平台总部大楼,南湖路3号,[],106.560898,29.507217,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[]
B0FFLFP4RK,圆通速递(青龙路店),青龙路与白鹤路交叉口南100米,[],106.555068,29.513888,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,3.6
B0L3A1XOKN,东楼,双龙路与大石二支路交叉口东北220米,[],106.562382,29.509968,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[]
B0FFK9G3H6,世贸广场,渝南大道与巴南大道交叉口东北220米,[],106.560394,29.461073,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,[]
B0L2K7G0WA,刘大姐生鲜超市(广厦城店),黄角坪广厦城6号9幢附2号,15310139453,106.531172,29.490905,060703,购物服务;综合市场;农副产品市场,重庆市,重庆市,九龙坡区,,3.8
B0FFF2NGI7,卤味家便利店(广厦城巢上二期店),广厦城6号8幢附15号,13983023093,106.530553,29.490944,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.7
B0KRFUSBC8,条马批发部(广厦城店),广厦城6号广厦城巢上二期,[],106.530962,29.490992,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.0
B0FFGK8HEB,家佳超市(广厦城店),广厦城一期6号院13-2号,4000237858,106.532010,29.491111,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.3
B0LDD57SBV,沃鑫礼品黄金烟酒回收,龙广路与龙江路交叉口东100米,18224351424,106.530273,29.491545,061200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,3.6
B0FFG1LC82,永胜超市(九龙店),九龙花园东门旁,[],106.528911,29.491197,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,3.6
B0KUGHRG8N,零食很忙(重庆九龙坡广厦城店),广厦城6号4栋一层7.8号,4009998082,106.529671,29.491935,061200,购物服务;专卖店;专营店,重庆市,重庆市,九龙坡区,,4.3
B0ID6R5WXY,嘉百邻超市(广厦城店),九龙小学东南2门东60米,[],106.529970,29.492519,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.0
B0JGJR3N1D,雪茄铺子(黄桷坪店),九龙民间文化美食街与高进路交叉口西80米,[],106.527504,29.491895,061210,购物服务;专卖店;烟酒专卖店,重庆市,重庆市,九龙坡区,,4.4
B0L3MCMJ2X,带我回家·猫舍犬舍宠物市场,黄桷坪街道锦龙路289号4幢附14号,13026180207,106.526106,29.490497,061211,购物服务;专卖店;宠物用品店,重庆市,重庆市,九龙坡区,,3.8
B0FFHKF1QB,宏亿电脑(广厦城一期2号院店),龙江路广厦城2号附13号,18523505495,106.530251,29.493242,060306|071200,购物服务;家电电子卖场;数码电子|生活服务;维修站点;维修站点,重庆市,重庆市,九龙坡区,,3.4
B0J0JZDY7P,仓象仓(花园店),九龙美食街3号,[],106.527167,29.492224,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,4.0
B0L307LISJ,重庆宠物市场猫舍犬舍猫狗售卖,黄桷坪街道锦龙路289号1幢附8号,18367144516,106.524940,29.490038,061211,购物服务;专卖店;宠物用品店,重庆市,重庆市,九龙坡区,,4.4
B0FFG1LGRM,喜士多副食(金源利·青国青城店),锦龙路289号3幢附3号,13368192227,106.525131,29.490262,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,3.8
B0FFIAH57D,百果园(广厦城店),龙江路10号附15号,023-68435426,106.530049,29.494137,060704,购物服务;综合市场;果品市场,重庆市,重庆市,九龙坡区,,4.3
B0FFLIGX2C,LABO 23广厦城·山顶道店,滩子口九龙花园(福星水世界旁)山顶道店,13308352923,106.524800,29.492626,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.9
B0FFHEDT3L,7点鲜生活超市(广夏城店),龙江路8号保利心语花园,[],106.529165,29.495110,060400,购物服务;超级市场;超市,重庆市,重庆市,九龙坡区,,4.0
B0I2XU1NT1,条马批发部(保利心语店),龙江路95号附16号,[],106.528770,29.495417,060200,购物服务;便民商店/便利店;便民商店/便利店,重庆市,重庆市,九龙坡区,,4.0
B0J06RRHHK,HEYU·艺术商店,黄桷坪街道黄桷坪正街川美后街,[],106.540374,29.489321,060000,购物服务;购物相关场所;购物相关场所,重庆市,重庆市,九龙坡区,,3.6
