Area_m2,Radius_m,Center_X,Center_Y,Elevation
78.5,5,441176.79,3260003.72,6
59.72,4.36,440572.99,3260009.91,6
84.51,5.19,440690.29,3260007.4,6
238.65,8.72,440607.17,3260002,6
90.45,5.37,443379.55,3259992.52,6
140.11,6.68,439778.44,3260014.46,6
144.48,6.78,441165.44,3260008.79,6
117.56,6.12,440765.59,3260014.6,6
756.63,15.52,438040.79,3260016.4,6
401.26,11.3,442864.13,3259989.88,6
232.47,8.6,440425.43,3260015.67,6
236.56,8.68,441134.24,3260006.53,6
127.4,6.37,441102.22,3260010.19,6
206.52,8.11,439820.99,3260015.1,6
2.14,0.83,437994.07,3260026.81,6
1252.82,19.97,438519.11,3260019.98,6
45.72,3.81,440581.55,3260018.83,6
114.35,6.03,441272.78,3260011.78,6
264.86,9.18,441966.63,3260010.7,6
199.84,7.98,441149.54,3260013.66,6
100.27,5.65,443399.61,3260003.57,6
224.5,8.45,440401.13,3260015.97,6
1108.82,18.79,440496.49,3260012.3,6
49.43,3.97,438739.53,3260032.31,6
108.52,5.88,441108.06,3260022.74,6
230.22,8.56,441183.56,3260018.13,6
51.24,4.04,440570.02,3260028.04,6
126.69,6.35,441917.79,3260017.18,6
270.84,9.28,441200.49,3260016.89,6
79.8,5.04,440824.98,3260024.06,6
610.74,13.94,440545.22,3260022.92,6
758.51,15.54,438081.17,3260034.21,6
111.35,5.95,440623.92,3260032.52,6
252.25,8.96,441934.03,3260019.26,6
150.33,6.92,439668.74,3260036.54,6
749.27,15.44,441245.89,3260021.65,6
106.69,5.83,441193.24,3260031.51,6
899.49,16.92,443761.43,3260007.16,6
31.82,3.18,443375.79,3260028.55,6
908.02,17,440487.44,3260030.58,6
720.02,15.14,442881.86,3260014.84,6
105.35,5.79,440445.27,3260040.97,6
87.08,5.26,438778.65,3260049.47,6
784.77,15.81,441163.04,3260032.49,6
533.33,13.03,440540.23,3260039.99,6
150.15,6.91,440570.78,3260044.85,6
172.35,7.41,442246.34,3260032.58,6
51.55,4.05,440607.65,3260054.3,6
592.1,13.73,439755.27,3260043.77,6
1432.34,21.35,442478.03,3260025.88,6
38.38,3.5,441959.27,3260052.97,6
200.84,8,440634.71,3260057.38,6
52.42,4.08,440460.35,3260063.17,6
77.77,4.98,443927.42,3260045.83,6
557.02,13.32,440475.19,3260053.46,6
133.81,6.53,441221.48,3260061.31,6
390.13,11.14,443321.71,3260048.92,6
829.06,16.24,442446.58,3260040.83,6
799.03,15.95,442822.48,3260040.96,6
47.2,3.88,443892.91,3260050.01,6
338.39,10.38,442198.36,3260051.77,6
156.76,7.06,443747.72,3260049.66,6
33.72,3.28,441963.92,3260061.91,6
179.48,7.56,440502.37,3260065.99,6
42.51,3.68,440863.27,3260073.08,6
54.85,4.18,442942.85,3260059.24,6
56.84,4.25,440794.55,3260074.75,6
528.53,12.97,440529.2,3260069.47,6
220.44,8.38,440431.41,3260072.27,6
153.8,7,439001.26,3260079.74,6
589.52,13.7,441258.89,3260062.62,6
46.69,3.86,440457.14,3260079.24,6
144.14,6.77,440614.2,3260077.62,6
72.58,4.81,440355.15,3260081.23,6
29.27,3.05,440558.91,3260086.41,6
681.04,14.72,442386.26,3260064.04,6
54.76,4.18,441648.16,3260082.7,6
576.99,13.55,440483.82,3260075.8,6
38.07,3.48,440403.81,3260089.68,6
91.32,5.39,440379.08,3260085.85,6
160.94,7.16,438490.08,3260092.53,6
1825.81,24.11,438544.94,3260088.11,6
93.01,5.44,440419.52,3260091.45,6
117.88,6.13,442178.86,3260082.79,6
796.77,15.93,439067.03,3260080.69,6
251.92,8.95,442269.25,3260077.41,6
123.41,6.27,439645.65,3260092.07,6
195.8,7.89,443736.94,3260078,6
122.54,6.25,440566.55,3260093.09,6
20.07,2.53,441403.77,3260094.68,6
412.77,11.46,441847.41,3260085.7,6
204.92,8.08,442126.3,3260085.41,6
33.66,3.27,443558.32,3260084.67,6
128.92,6.41,440680.37,3260099.57,6
677.08,14.68,440529.89,3260091.72,6
521.72,12.89,442701.89,3260075.3,6
359.74,10.7,439681.36,3260099.87,6
64.84,4.54,439857.2,3260105.65,6
335.24,10.33,441269.94,3260092.4,6
1017.33,18,442915.01,3260075.05,6
60.56,4.39,442338.18,3260094.67,6
230.13,8.56,438407.63,3260111.14,6
49.99,3.99,440665.63,3260108.04,6
55.18,4.19,438394.68,3260116.76,6
48.41,3.93,441436.43,3260104.21,6
45.25,3.8,442307.2,3260099.39,6
99.46,5.63,438505.31,3260115.6,6
86.4,5.24,443730.59,3260094.68,6
734.45,15.29,439168.67,3260099.38,6
334.56,10.32,442756.84,3260094.67,6
201.72,8.01,441193.93,3260100.31,6
88.4,5.3,441411.23,3260109.33,6
353.26,10.6,441848.32,3260102.64,6
59.12,4.34,440265.16,3260115.54,6
154.77,7.02,439037.85,3260123.14,6
231.31,8.58,438413.42,3260122.36,6
165.68,7.26,440418.37,3260111.41,6
58.68,4.32,442101.14,3260108.45,6
123.78,6.28,443987.41,3260096.73,6
148.42,6.87,438391.01,3260123.21,6
53.76,4.14,442690.75,3260105.04,6
227.9,8.52,443967.88,3260095.55,6
122.71,6.25,441233.99,3260117.82,6
303.44,9.83,442793.44,3260104.33,6
398.59,11.26,442142.15,3260106.15,6
118.67,6.15,439294.07,3260127.04,6
82.13,5.11,440271.49,3260125.24,6
100.82,5.66,443986.11,3260107.17,6
132.06,6.48,440240.09,3260126.14,6
77.75,4.97,443952.2,3260104.98,6
118.8,6.15,441852.47,3260117.65,6
215.54,8.28,438375.58,3260132.82,6
107.99,5.86,439959.7,3260129.1,6
141.45,6.71,443729.24,3260109.7,6
104.49,5.77,443458.16,3260117.65,6
375.41,10.93,440435.43,3260124.82,6
224.61,8.46,442341.75,3260115.63,6
125.15,6.31,442731.88,3260120.74,6
137.04,6.6,442313.59,3260122.11,6
81.05,5.08,441000.53,3260131.88,6
279.21,9.43,442134.08,3260120.41,6
209.33,8.16,443958.83,3260113.66,6
35.12,3.34,440352.91,3260139.46,6
803.99,16,442849.55,3260111.46,6
186.32,7.7,442085.97,3260123.41,6
82.69,5.13,443442.01,3260124.24,6
111.79,5.97,440391.07,3260137.77,6
530.07,12.99,443350.09,3260114.81,6
52.7,4.1,443416.21,3260122.63,6
128.86,6.4,441833.45,3260127.54,6
54.09,4.15,443455.82,3260125.89,6
165.26,7.25,442159.06,3260126.24,6
75.94,4.92,442069.16,3260130.1,6
406.56,11.38,439769.28,3260134.22,6
184.2,7.66,443473.29,3260124.64,6
94.7,5.49,443427.19,3260123.97,6
123.57,6.27,442035.38,3260130.56,6
288.43,9.58,441821.81,3260126.14,6
183.82,7.65,442096.74,3260124.96,6
94.14,5.47,440342.41,3260144.28,6
87.64,5.28,442079.19,3260133.46,6
57.34,4.27,440440.37,3260144.05,6
111.17,5.95,443512.86,3260129,6
55.91,4.22,438851.71,3260154.26,6
40.13,3.57,442021.43,3260139.93,6
69.07,4.69,442047.51,3260139.66,6
165.6,7.26,443403.34,3260128.13,6
89.37,5.33,443466.89,3260136.7,6
139.03,6.65,442067.81,3260140.41,6
179.1,7.55,443965.75,3260126.35,6
77.37,4.96,443990.44,3260130.24,6
185.22,7.68,442998.83,3260134.59,6
308.33,9.91,442109.44,3260136.81,6
1040.25,18.2,438584.94,3260155.77,6
173.01,7.42,443495.62,3260136.17,6
27.25,2.95,440353.02,3260157.42,6
279.87,9.44,442720.59,3260133.95,6
42.97,3.7,440361.02,3260157.64,6
183.53,7.64,442735.81,3260138.14,6
360.33,10.71,443948.03,3260129.14,6
37.37,3.45,440387.18,3260159.45,6
249.27,8.91,440643.13,3260155.5,6
123.94,6.28,442341.88,3260144.32,6
97.2,5.56,438877.02,3260168.93,6
185.1,7.68,442036.71,3260149.3,6
96.29,5.54,443447,3260144.48,6
37.31,3.45,442056.26,3260153.15,6
30.5,3.12,440428.36,3260163.59,6
121.97,6.23,442786.06,3260148.24,6
514.99,12.8,438605.46,3260166.63,6
703.34,14.96,438495.82,3260165.58,6
63.87,4.51,443866.53,3260144.76,6
52.72,4.1,443006.5,3260150.8,6
61.66,4.43,443408.78,3260146.98,6
603.78,13.86,441862.89,3260150.19,6
488.39,12.47,441993.05,3260151.87,6
136.61,6.59,443489.73,3260150.74,6
70.31,4.73,440395.98,3260168.79,6
40.71,3.6,440408.21,3260168.97,6
351.97,10.58,442018.3,3260153.83,6
205.88,8.1,440295.09,3260166.79,6
290.95,9.62,438537.22,3260167.46,6
83.14,5.14,442047.91,3260159.55,6
305.26,9.86,440371.2,3260168.06,6
121.7,6.22,443877.93,3260146.07,6
52.16,4.07,443440.31,3260156.91,6
353.19,10.6,439737.41,3260166.13,6
195.87,7.9,440459.47,3260167.36,6
116.73,6.1,443508.84,3260152.75,6
575.75,13.54,438413.14,3260163.48,6
115.69,6.07,442064.3,3260161.87,6
253.38,8.98,443421.5,3260152.88,6
90.6,5.37,442037.58,3260163.5,6
78.49,5,440390.86,3260176.71,6
263.86,9.16,443935.83,3260154.1,6
245.9,8.85,442122.46,3260163.51,6
81.39,5.09,442059.18,3260168.39,6
103.4,5.74,440435.9,3260179.09,6
44.99,3.78,443448.33,3260167.52,6
572.75,13.5,442090.66,3260158.82,6
206.45,8.11,438624.35,3260188.81,6
97.17,5.56,441612.07,3260167.91,6
73.6,4.84,442053.25,3260171.26,6
44.66,3.77,443929.48,3260163.65,6
777.93,15.74,441832.74,3260160.15,6
159.05,7.12,443986.74,3260163.09,6
125.72,6.33,442073.89,3260173.09,6
195.41,7.89,442760.73,3260168.71,6
72.12,4.79,440368.91,3260185.98,6
170.59,7.37,443971.75,3260161.78,6
1042.45,18.22,438499.25,3260187.37,6
98.95,5.61,442273.67,3260176.53,6
94.42,5.48,443431.38,3260171.94,6
648.09,14.36,443044.15,3260166.74,6
161.07,7.16,442047.8,3260177.88,6
922.23,17.13,441875.03,3260174.95,6
255.54,9.02,443867.06,3260168.94,6
128.17,6.39,442475.9,3260179.58,6
244.4,8.82,443892.86,3260170.67,6
125.03,6.31,442063.65,3260183.94,6
296.99,9.72,443915.99,3260170.67,6
223.36,8.43,441613.64,3260187.3,6
153.2,6.98,439034.55,3260199.58,6
43.07,3.7,443991.04,3260174.82,6
471.78,12.25,438514.45,3260203.93,6
291.49,9.63,443839.16,3260174.67,6
170.52,7.37,443957.38,3260177.35,6
150.38,6.92,443265.02,3260184.32,6
680.35,14.72,442313.56,3260174.54,6
1074.92,18.5,438613.36,3260203.46,6
137.27,6.61,442202.54,3260190.36,6
77.71,4.97,442055.48,3260193.79,6
56.46,4.24,439040.44,3260210.89,6
193.59,7.85,443879.03,3260181,6
566.42,13.43,442004.45,3260186.76,6
254.31,9,442027.02,3260187,6
118.42,6.14,443945.16,3260186.53,6
310.45,9.94,439761.76,3260202.31,6
248.81,8.9,442042.3,3260189.49,6
50.25,4,443284.15,3260194.02,6
163.69,7.22,443441.59,3260188.86,6
296.95,9.72,442077.09,3260190.23,6
160.01,7.14,438437.85,3260216.83,6
387.44,11.11,438843.06,3260211.23,6
1125.96,18.93,442552.18,3260183.17,6
120.36,6.19,443956.31,3260190.94,6
203.16,8.04,443847.37,3260189.88,6
100.63,5.66,443933.47,3260193.05,6
93.48,5.45,443488.84,3260194.7,6
858.1,16.53,438513.81,3260216.24,6
117.48,6.12,438573.91,3260223.33,6
94.5,5.48,443859.38,3260197.01,6
396.89,11.24,442291.96,3260195.96,6
1124.34,18.92,442972.87,3260186.55,6
1060.86,18.38,442888.76,3260187.5,6
626.67,14.12,441926.76,3260203.66,6
42.14,3.66,440807.09,3260216.57,6
344.38,10.47,443985.82,3260190.86,6
521.43,12.88,442184.03,3260205.28,6
73.88,4.85,443919.79,3260200.26,6
111.82,5.97,442213.01,3260210.65,6
143.29,6.75,443904.08,3260201.39,6
292.18,9.64,443832.06,3260199.16,6
371.34,10.87,439154.16,3260223.23,6
818.38,16.14,441874.96,3260200.61,6
191.26,7.8,443889.5,3260206.65,6
74.83,4.88,443911.17,3260209.38,6
99.6,5.63,443949.01,3260206.35,6
89.02,5.32,443923.49,3260211.05,6
122.65,6.25,443401.28,3260209.33,6
139.27,6.66,442322.92,3260215.15,6
411.86,11.45,443965.73,3260203.51,6
733.28,15.28,443067.1,3260205.42,6
148.87,6.88,442227.69,3260219.32,6
1158.67,19.2,442772.48,3260200.42,6
132.99,6.51,443942.66,3260210.98,6
81.42,5.09,442515.92,3260218.03,6
140.9,6.7,441920.58,3260221.02,6
315.26,10.02,442030.89,3260210.76,6
738.41,15.33,441845.6,3260207.82,6
1326.77,20.55,441795.59,3260156.21,6
334.85,10.32,442066.15,3260213.26,6
59.5,4.35,441994.8,3260224.43,6
88.89,5.32,443827.76,3260213.57,6
49.57,3.97,442052.51,3260225.37,6
1.86,0.77,443993.17,3260218.41,6
131.58,6.47,443841.81,3260215.79,6
1180.93,19.39,438503.98,3260239.34,6
76.44,4.93,441937.12,3260229.39,6
1391.34,21.04,438797.92,3260231.88,6
131.08,6.46,438587.56,3260248.03,6
306.45,9.88,443512.98,3260214.32,6
36.82,3.42,443936.02,3260226.12,6
258.92,9.08,443814.11,3260217.88,6
66.6,4.6,442003.28,3260233.8,6
53.03,4.11,442275.92,3260236.16,6
1050.43,18.29,438637.79,3260247.86,6
1081.59,18.55,443257.07,3260216.56,6
99.01,5.61,443289.62,3260231.13,6
54.55,4.17,442343.04,3260238.4,6
57.89,4.29,443375.29,3260236.54,6
279.11,9.43,441859.34,3260236.35,6
173.67,7.44,443828.35,3260229.65,6
38.4,3.5,443936.42,3260235.77,6
87.75,5.29,441999.55,3260242.26,6
75.52,4.9,442272.73,3260244.73,6
422.38,11.6,443429.9,3260225.53,6
110.58,5.93,443314.09,3260235.54,6
91.79,5.41,441936.67,3260243.23,6
507,12.7,441325.21,3260238.14,6
443.24,11.88,441982.61,3260232.17,6
213.78,8.25,443905.79,3260234.94,6
255.19,9.01,442166.57,3260238.79,6
18.41,2.42,443946.66,3260240.17,6
199.6,7.97,440970.37,3260248.02,6
150.94,6.93,443890.37,3260234.67,6
119.72,6.17,440794.25,3260250.45,6
91.03,5.38,443799.76,3260240.61,6
997.44,17.82,442917.32,3260232.7,6
25.24,2.83,443805.39,3260246.4,6
85.81,5.23,440834.14,3260258.42,6
110.76,5.94,443964.34,3260243.15,6
27.74,2.97,440813.76,3260261.61,6
113.18,6,441302.87,3260257.36,6
110.3,5.93,443506.4,3260243.46,6
190.95,7.8,443878.98,3260240.4,6
165.9,7.27,443841.07,3260244.51,6
147.85,6.86,443921.22,3260241.98,6
98.83,5.61,440974.53,3260257.56,6
66.17,4.59,439063.69,3260273.39,6
174.72,7.46,441992.36,3260252.54,6
390.37,11.15,443982.84,3260238.48,6
79.61,5.03,442125.13,3260255.42,6
155.66,7.04,442210.83,3260252.45,6
73.73,4.84,438151.48,3260280.55,6
115.05,6.05,443902.96,3260249.21,6
99.51,5.63,440802.51,3260264.75,6
59.93,4.37,440999.82,3260264.46,6
149.01,6.89,443317.1,3260248.93,6
198.54,7.95,440823.11,3260259.9,6
95.87,5.52,442279.1,3260261.09,6
250.3,8.93,443408.44,3260242.1,6
43.29,3.71,442174.91,3260262.12,6
65.79,4.58,443434.33,3260254.73,6
507.16,12.71,441833.42,3260251.94,6
1851.83,24.28,441902.2,3260248.39,6
359.68,10.7,442933.75,3260255.59,6
97.72,5.58,437999.87,3260286.03,6
188.31,7.74,443795.57,3260254.26,6
430.14,11.7,443276.36,3260248.71,6
176.96,7.51,439576.85,3260273.18,6
131.97,6.48,440839.38,3260268.17,6
215.07,8.27,443924.98,3260254.31,6
203.21,8.04,443886.57,3260254.93,6
66.56,4.6,443977.21,3260258.26,6
358.82,10.69,443943.96,3260251.84,6
232.65,8.61,443445.07,3260253.59,6
99.1,5.62,443808.21,3260258.49,6
290.24,9.61,442008.69,3260262.59,6
181.55,7.6,438213.55,3260286.23,6
185.37,7.68,443841.41,3260259.99,6
73.14,4.83,440823.88,3260273.34,6
371.03,10.87,442058.89,3260262.54,6
1648.94,22.91,438535.94,3260273.38,6
75.82,4.91,443315.82,3260263.91,6
177.41,7.51,442158.55,3260266.06,6
45.5,3.81,442097.56,3260271.29,6
69.51,4.7,442478.79,3260270.96,6
46.2,3.83,443390.04,3260267.46,6
263.16,9.15,443870.18,3260256.3,6
232.07,8.59,442085.86,3260265.53,6
119.64,6.17,438476.07,3260289.7,6
37.55,3.46,438008.51,3260297.75,6
6.46,1.43,437994.27,3260294.52,6
1100.07,18.71,443242.03,3260248.26,6
128.6,6.4,441924.41,3260272.93,6
728.43,15.23,440945.16,3260267.11,6
106.95,5.83,442368.42,3260270.03,6
95.15,5.5,440023.09,3260285.74,6
70.13,4.72,438086.09,3260298.86,6
77.27,4.96,441841.17,3260280.63,6
72.98,4.82,441905.03,3260280.52,6
532.16,13.02,441852.42,3260269.72,6
337.9,10.37,443899.34,3260266.39,6
550.97,13.24,442035.74,3260274.29,6
126.04,6.33,442168.34,3260277.78,6
57.87,4.29,442480.91,3260281.7,6
79.3,5.02,438068.74,3260304.61,6
270.99,9.29,442186.87,3260276.94,6
298.53,9.75,442136.68,3260285.74,6
187.47,7.72,443977.34,3260273.44,6
149.89,6.91,443872.96,3260273.56,6
282.59,9.48,441366.54,3260283.43,6
56.41,4.24,442380.42,3260285.05,6
54.41,4.16,440940.43,3260292.98,6
242.44,8.78,440975.86,3260282.98,6
1091.84,18.64,442540.6,3260268.83,6
327.09,10.2,442007.01,3260279.55,6
101.86,5.69,438238.41,3260307.61,6
320.91,10.11,443838.9,3260276.19,6
246.63,8.86,442059.31,3260290.56,6
233.37,8.62,439140.57,3260304.38,6
420.74,11.57,441823.63,3260290.2,6
77.52,4.97,438073.44,3260316.08,6
141.45,6.71,443898.1,3260282.45,6
263.21,9.15,441868.87,3260294.25,6
260.44,9.1,441511.34,3260303.28,6
186.36,7.7,441369.92,3260304.78,6
389.45,11.13,443880.07,3260285.76,6
326.58,10.2,438010.15,3260320.5,6
455,12.03,441951.6,3260292.15,6
368.51,10.83,441938.48,3260296.94,6
25.39,2.84,443834.95,3260299.08,6
216.31,8.3,441635.85,3260298.87,6
266.05,9.2,441571.5,3260298.01,6
388.13,11.12,441582.26,3260298.96,6
224.99,8.46,443545.06,3260297.46,6
135.76,6.57,441853.56,3260306.52,6
441.32,11.85,443913.3,3260286.72,6
81.25,5.09,441836.96,3260309.39,6
270.28,9.28,441511.77,3260313.93,6
808.66,16.04,441642.01,3260288.91,6
56.55,4.24,443524.59,3260305.87,6
24.63,2.8,440786.28,3260322.27,6
205.42,8.09,443873.05,3260302.27,6
114.15,6.03,443857.99,3260305.59,6
134.31,6.54,441985.71,3260313.96,6
66.49,4.6,441365.75,3260319.95,6
46.13,3.83,440763.47,3260328.62,6
206.67,8.11,438013,3260341.16,6
1123.11,18.91,442968.98,3260306.86,6
134.84,6.55,443838.26,3260311.58,6
64.81,4.54,438073.79,3260345.07,6
1075.1,18.5,442606.53,3260309.86,6
1187.93,19.45,441007.58,3260327.6,6
166.11,7.27,438762.31,3260345.15,6
82.75,5.13,438081.95,3260351.49,6
146.58,6.83,442032.41,3260332.93,6
622.49,14.08,442145.67,3260320.57,6
278.3,9.41,441791.22,3260326.3,6
361.55,10.73,439807.75,3260347.75,6
185.9,7.69,443824.17,3260324.72,6
145.44,6.8,440398.45,3260338.65,6
677.91,14.69,440574.72,3260335.03,6
415.04,11.49,441760.34,3260332.41,6
42.84,3.69,440550.45,3260346.08,6
654.81,14.44,438099.35,3260345.93,6
248.52,8.89,441988.95,3260334.03,6
275.61,9.37,440211.17,3260343.88,6
95.84,5.52,442438.27,3260338.51,6
68.39,4.67,442847.54,3260339.52,6
350.45,10.56,443508.06,3260328.63,6
223.86,8.44,441838.55,3260340.63,6
197.87,7.94,442057.3,3260348.35,6
310.69,9.94,441824.54,3260343.6,6
365.49,10.79,441727.88,3260347.23,6
121.95,6.23,441857.87,3260351.28,6
124.7,6.3,442144.95,3260352.79,6
230.09,8.56,443803.98,3260339.14,6
58.16,4.3,441915.73,3260355.37,6
441.83,11.86,440954.44,3260347.96,6
323.09,10.14,440595.14,3260357.79,6
320.36,10.1,441594.28,3260352.75,6
576.92,13.55,441384.94,3260351.1,6
309.59,9.93,442499.49,3260354.89,6
559.89,13.35,441771.82,3260351.26,6
81.88,5.11,442461.51,3260360.33,6
319.16,10.08,442079.52,3260352.52,6
203.46,8.05,442120.23,3260361.06,6
209.08,8.16,442522.98,3260359.64,6
1014.21,17.97,438972.6,3260359.77,6
74.68,4.88,441957.97,3260367.25,6
683.69,14.75,440620.48,3260360.64,6
46.82,3.86,442476.63,3260366.03,6
213.1,8.24,443792.34,3260355.25,6
86.74,5.25,440799.67,3260377.78,6
2361.55,27.42,441006.98,3260361.34,6
191.29,7.8,440598.62,3260380.75,6
40.04,3.57,441949.88,3260375.3,6
75.49,4.9,440571.95,3260381.91,6
561.36,13.37,440557.62,3260371.68,6
328.59,10.23,441881.24,3260370.51,6
95.13,5.5,438087,3260394.89,6
132.67,6.5,443777.15,3260363.74,6
347.07,10.51,441722.66,3260372.34,6
16.59,2.3,443417.43,3260372.89,6
146.73,6.83,440581.39,3260382.83,6
82.89,5.14,443868.07,3260369.31,6
133.96,6.53,441637.08,3260381.4,6
33.66,3.27,443489.55,3260375.24,6
119.48,6.17,441925.35,3260379.85,6
85.94,5.23,441937.95,3260381.39,6
554.19,13.28,441744.74,3260377.34,6
158.99,7.11,440565.83,3260393.69,6
143.77,6.76,441992.3,3260384.49,6
148.57,6.88,439028.32,3260402.07,6
1416.68,21.24,441672.4,3260371.96,6
649.06,14.37,441837.42,3260374.56,6
134.94,6.55,439485.15,3260398.84,6
631.79,14.18,441908.46,3260379.93,6
187.29,7.72,440794.04,3260394.99,6
83.96,5.17,437995.77,3260409.08,6
195.14,7.88,443771.72,3260378.89,6
223.21,8.43,439006.27,3260408.43,6
114.41,6.03,441944.51,3260389.53,6
363.71,10.76,441778.97,3260385.85,6
186.58,7.71,439105.7,3260406.77,6
191.56,7.81,443862.98,3260384.81,6
109.52,5.9,439839.38,3260410.87,6
272.86,9.32,438989.38,3260405.3,6
133.13,6.51,443053.05,3260392.2,6
255.86,9.02,441790.36,3260402.47,6
47.81,3.9,442005.3,3260401.62,6
92.13,5.42,441921.5,3260402.44,6
172.31,7.41,443786.22,3260390.54,6
578.15,13.57,443884.49,3260379.82,6
93.15,5.45,443743.93,3260395.27,6
915.62,17.07,441873.96,3260394.03,6
255.7,9.02,438977.03,3260415.04,6
65.7,4.57,441738.41,3260408.68,6
122.97,6.26,443061.51,3260399.84,6
122.51,6.24,440579.06,3260416.33,6
111.03,5.94,442878.14,3260403.74,6
82.2,5.12,438994.32,3260425.39,6
101.22,5.68,443615.59,3260400.09,6
98.96,5.61,441929.66,3260409.88,6
198.8,7.95,443765.74,3260398.13,6
713.56,15.07,440640.63,3260409.15,6
130.84,6.45,442021.6,3260412.22,6
332.52,10.29,439185.34,3260421.34,6
383.56,11.05,443031.43,3260395.88,6
76.71,4.94,443071.35,3260409.14,6
202.31,8.02,439085.82,3260428.1,6
137.5,6.62,439908.46,3260432.87,6
116.33,6.09,443773.38,3260410.61,6
113.69,6.02,443854.74,3260408.8,6
116.22,6.08,441864.02,3260421.64,6
254.48,9,441938.68,3260413.94,6
518.75,12.85,441651.41,3260414.46,6
255.91,9.03,438923.75,3260427.95,6
592.94,13.74,441816.87,3260414.18,6
437.37,11.8,442981.81,3260417.81,6
437.7,11.8,441909.26,3260421.52,6
161.67,7.17,439178.16,3260443.1,6
281.91,9.47,441891.21,3260424.86,6
648.94,14.37,441055.04,3260431.3,6
265.42,9.19,441758.38,3260428.47,6
392.97,11.18,443752.56,3260415.27,6
185.36,7.68,441738.19,3260431.02,6
65.5,4.57,442864.16,3260431.09,6
744.2,15.39,441785.31,3260427.82,6
125.17,6.31,441996.65,3260430.82,6
104.83,5.78,438073.53,3260457.33,6
149.47,6.9,441857.02,3260435.4,6
196.76,7.91,441873.47,3260434.12,6
1115.64,18.84,438745.33,3260455.64,6
70.93,4.75,442092.57,3260439.36,6
85.41,5.21,441889.58,3260439.19,6
365.43,10.79,442990.78,3260433.82,6
23.07,2.71,442277.09,3260451.23,6
118.22,6.13,441866.57,3260451.14,6
1343.64,20.68,442024.33,3260438.22,6
906.02,16.98,443021.53,3260427.27,6
321.23,10.11,442061.58,3260452.91,6
71.32,4.76,442266.74,3260455,6
90.17,5.36,441647.51,3260458.61,6
228,8.52,442209.83,3260453.88,6
371,10.87,442998.6,3260448.22,6
139.89,6.67,439054.6,3260476.47,6
106.05,5.81,442623.03,3260456.6,6
187.55,7.73,442084.44,3260458.6,6
110.71,5.94,443933.62,3260448.64,6
513.16,12.78,442875.26,3260453.64,6
144.94,6.79,439070.81,3260480.98,6
334.86,10.32,442919.12,3260459.41,6
213.21,8.24,443005.97,3260463.24,6
183.67,7.65,442299.42,3260470.34,6
58.24,4.31,440650.23,3260482.22,6
644.77,14.33,441935.27,3260463.29,6
109.22,5.9,442087.37,3260481.92,6
339.8,10.4,443558.69,3260465.04,6
192.61,7.83,442924.12,3260477,6
117.77,6.12,441123.98,3260487.41,6
86.75,5.25,443017.31,3260484.19,6
82.79,5.13,442097.03,3260489.16,6
28.66,3.02,442086.61,3260491.26,6
570.98,13.48,442963.23,3260476.29,6
282.5,9.48,440638.3,3260495.29,6
24.45,2.79,442092.65,3260496.51,6
151.52,6.94,442946.93,3260490.45,6
40.77,3.6,443913.09,3260490.4,6
565.46,13.42,442780.4,3260497.61,6
258.53,9.07,438927.72,3260513.09,6
363.72,10.76,438111,3260510.82,6
248.71,8.9,440619.6,3260506.23,6
54.6,4.17,442738.93,3260501.07,6
445.05,11.9,442874.02,3260489.86,6
274.45,9.35,442178.83,3260509.67,6
204.93,8.08,442068.87,3260511.05,6
140.26,6.68,443096.78,3260510.84,6
40.13,3.57,442185.65,3260521.01,6
149.96,6.91,442098.5,3260520.18,6
45.41,3.8,443086.54,3260516.81,6
55.73,4.21,443826.05,3260517.89,6
225.44,8.47,442886.33,3260517.84,6
175.43,7.47,442169.12,3260528.7,6
1197.72,19.53,442207.92,3260496.29,6
370.63,10.86,442749.09,3260526.69,6
139.74,6.67,443953.28,3260521.61,6
83.87,5.17,443966.69,3260527.79,6
278.77,9.42,442956.53,3260532.56,6
101.07,5.67,439197.16,3260561.28,6
61.06,4.41,441665.41,3260554.18,6
383.35,11.05,440137.96,3260552.95,6
410.19,11.43,439458.29,3260565.82,6
60.12,4.37,442936.62,3260551.63,6
127.28,6.37,439609.39,3260565.54,6
105.13,5.78,443844.76,3260548.32,6
231.73,8.59,442237.64,3260552.78,6
104.33,5.76,443970.69,3260547.16,6
334.95,10.33,439559.13,3260574.29,6
44.89,3.78,443926.85,3260553.64,6
357.49,10.67,442550.13,3260560.29,6
76.77,4.94,442802.48,3260561.62,6
231.3,8.58,443085.85,3260548.21,6
147.45,6.85,442826.05,3260555.02,6
127.15,6.36,439536.04,3260579.68,6
72.44,4.8,443852.38,3260561.62,6
390.7,11.15,441925.2,3260566.63,6
55.26,4.19,443884.11,3260567.43,6
97.18,5.56,442987.85,3260571.93,6
122.32,6.24,442961.23,3260574.82,6
78.17,4.99,443858.44,3260574.94,6
51.29,4.04,443880.84,3260575.1,6
30.66,3.12,442268.35,3260584.97,6
111.87,5.97,442946.27,3260580.81,6
122.37,6.24,438450.03,3260603.91,6
63.37,4.49,439998.67,3260606.31,6
72.68,4.81,438129.81,3260617.93,6
67.55,4.64,439924.96,3260609.15,6
306.36,9.88,442807.78,3260597.23,6
147.41,6.85,440610.75,3260611.49,6
176.92,7.5,440618.1,3260617.47,6
154.34,7.01,443715.87,3260601.09,6
145.03,6.79,443916.38,3260606.21,6
92.72,5.43,439916.37,3260630.15,6
