id,名称,地址,电话,经度_GCJ02,纬度_GCJ02,经度_WGS84,纬度_WGS84,Center_X,Center_Y,类型代码,类型名称,省份,城市,区域,营业时间,评分,人口密度
B0017822XH,金都香榭,直港大道18号,[],106.522563,29.507941,,,440155.6805951578,3264422.091200642,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],61.976334
B0FFGKB54H,渝沙村,马王坪正街与红光大道交叉口东南100米,[],106.528657,29.467089,,,440722.5529217325,3259892.4558802154,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],25.09016
B0L2PXSID6,珠江花园2期,直港大道与天长路交叉口东南60米,[],106.527175,29.507975,,,440602.7085513893,3264423.494573669,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],159.1207
B0FFH5QZQT,斌鑫·新华苑1期,天宝路10号,[],106.520828,29.507212,,,439987.089456516,3264342.209547693,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],74.48246
B0L1CR6AXN,映江花园B区,工矿路与马王坪正街交叉口北100米,[],106.53607,29.46731,,,441441.45667049615,3259913.1931095007,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],47.648373
B0FFGAZL7Z,融汇半岛江上公馆,汇滨二路与融汇大道交叉口,023-68868888,106.511253,29.47422,,,439039.2962782739,3260691.574102127,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,3.5,24.683064
B0FFGG6MP4,西郊三村,杨渡支路与西郊路交叉口南220米,[],106.509705,29.498055,,,438903.5109696012,3263333.3743833997,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],89.67517
B001707DQI,茂苑小区B区,李家沱马王坪正街29号,023-66906178,106.537522,29.466479,,,441581.7683189135,3259820.38716888,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],40.92651
B001790LJU,汇景苑,西郊路29号(动物园地铁站1号口步行420米),[],106.511724,29.50154,,,439101.3026622686,3263718.464991589,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],114.301125
B0L1AUJIA7,云池水岸,李渡路59号,[],106.543795,29.46922,,,442191.5667324652,3260120.9662597342,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],47.66103
B0FFLDZ955,融汇半岛·拾光公馆,香缇漫山西南门,023-86996666,106.515268,29.470277,,,439426.22688375047,3260252.5838363743,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],15.932533
B0FFHEIEPE,玉宇.盛世江南,马王坪正街101号,[],106.530247,29.465549,,,440875.82865811535,3259721.0119440896,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],22.126411
B0FFGKB54W,立丹苑,马王坪三角碑,[],106.533845,29.466247,,,441225.104495313,3259796.530951708,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],34.244343
B00178TXYF,典雅苑,马王坪正街与工矿路交叉口南60米,[],106.536171,29.465828,,,441450.3984223565,3259748.933228205,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],35.4502
B0FFF3951C,融汇半岛·玫瑰公馆,融汇大道,[],106.512134,29.472407,,,439123.6305051052,3260490.227831637,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],20.67962
B0017822YL,佳瑞园,直港大道17号附14号,[],106.525969,29.509313,,,440486.602309368,3264572.3656478743,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],135.61322
B0FFKBDNV7,重庆国草良品农业发展有限公司,巴滨路2128号附4号2-6,[],106.547653,29.471344,,,442566.8335984245,3260354.4014971443,120302|170200,商务住宅;住宅区;住宅小区|公司企业;公司;公司,重庆市,重庆市,巴南区,,[],64.822975
B00178TWY8,金汇园,西郊路24巷16号(杨家坪地铁站2号口步行470米),[],106.513854,29.503838,,,439309.13197100686,3263971.977695035,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],96.50989
B0FFHD5HQJ,东邦·小悦湾,巴南滨江路附近,[],106.545216,29.468508,,,442328.9432901541,3260041.370494954,120302|050100,商务住宅;住宅区;住宅小区|餐饮服务;中餐厅;中餐厅,重庆市,重庆市,巴南区,,[],44.87601
B0LKZXH0TQ,风江格阁,万象四路与九滨路交叉口西140米,[],106.528525,29.509075,,,440734.1950374112,3264544.689419054,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],167.08875
B0FFF38XFR,中航万科金域学府翰江,渝南分流道与二塘街交汇处西南角,[],106.557029,29.491651,,,443487.17421318346,3262599.8780919216,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,南岸区,,[],104.87855
B0FFJ27M8U,中航万科金域学府翰江2期,南滨西路35号,[],106.557218,29.490265,,,443504.7264759104,3262446.2139994265,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,南岸区,,[],194.407
B0J1XMSJJ8,渝丰馨苑,西郊路二十四巷二十四号,[],106.514309,29.503965,,,439353.3093711472,3263985.8124178844,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],96.50989
B0L13R7J7H,珠江花园丽景阁,直港大道与天长路交叉口北100米,[],106.526968,29.509171,,,440583.3439726832,3264556.1208663387,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],169.23335
B00170AJK2,阳光馨苑,西郊路24巷25号(杨家坪地铁站2号口步行310米),[],106.513905,29.504628,,,439314.54635063047,3264059.4856367963,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],99.80063
B0FFL1XGPY,中航万科金域学府翰江1期,南坪镇六公里,[],106.556938,29.492315,,,443478.7214628335,3262673.495188745,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,南岸区,,[],101.315674
B0LBRRK90B,重庆水轮机厂家属院,马王坪正街与工矿路交叉口西220米,[],106.534125,29.465625,,,441251.8954611992,3259727.470608321,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],24.541924
B0L6TSAAIP,融汇半岛克拉公馆(建设中),峡谷路与博文二路交叉口南320米,[],106.516721,29.468743,,,439566.1982956597,3260081.8577157496,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],17.944841
B0FFIBS0TX,融汇半岛观江,汇悦路与汇景路交叉口北240米,[],106.50916,29.474948,,,438836.8063165737,3260773.336118722,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],27.322197
B001703635,李家沱宏源小区,李家沱马王坪正街,[],106.533286,29.465356,,,441170.3882090292,3259698.0882525984,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],24.310778
B0FFF00A7X,西城映画,西郊路40号(动物园地铁站2号口步行200米),[],106.507997,29.498816,,,438738.4084418381,3263418.593681818,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],142.88695
B0JBYRZ5HX,东邦·小悦湾一期,李渡路与巴滨路交叉口南140米,[],106.546356,29.468895,,,442439.6964801239,3260083.687001222,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],68.3031
B00170I3SJ,都市桃源,西郊路19号附11号(杨家坪地铁站2号口步行190米),[],106.514573,29.505921,,,439380.0632518856,3264202.405934158,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],66.16803
B0G3HR6QBL,万科·金域学府,南滨路与二塘路交叉口东北160米,023-63025111,106.55693,29.492329,,,443477.9537355958,3262675.0503102066,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,南岸区,,[],101.315674
B0HUARG4V8,曦圆青岗湾2期,马王坪正街与马王坪后街交叉口东南约40米,[],106.538839,29.466352,,,441709.39488164417,3259805.655414564,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],63.197723
B0FFMBTPWB,融汇半岛江上公馆A区,汇滨一路与汇悦路交叉口东北160米,[],106.510072,29.473612,,,438924.4278778304,3260624.824897514,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],22.165045
B0FFK8TNK7,中建龙玺台,九龙街道杨渡村5号,[],106.505284,29.493611,,,438472.2868153284,3262843.2946089697,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],44.080593
B0LD4KHODS,香堤漫山6期,博文二路与峡谷路交叉口南160米,[],106.515528,29.470037,,,439451.2935674609,3260225.8559906194,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],15.932533
B0FFG8W3CZ,杨渡村,西郊路59附1附近,[],106.507688,29.497373,,,438707.58764771296,3263258.8674109736,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],95.60379
B0FFGX4TMX,融汇半岛艾德公馆,李家沱融汇大道5号(长江大桥南桥头),023-62595598,106.512803,29.470424,,,439187.311171457,3260270.15653002,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],28.719608
B0G1D1I3JW,融汇半岛东区2期,融汇大道与汇南二路交叉口东北约200米,[],106.519434,29.466491,,,439827.9217781153,3259830.925573857,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],23.47624
B0LD4KHSOS,观江16期,汇悦路与汇景路交叉口东北260米,[],106.509925,29.474975,,,438910.9926184143,3260775.9261923637,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],30.828142
B00178UCFO,直港大道小区,直港大道与天宝路交叉口西南60米,[],106.521227,29.508825,,,440026.71271999466,3264520.7293341216,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],59.68838
B0L2POQY2W,珠江花园A期,万象四路与万金路交叉口南120米,[],106.528875,29.510125,,,440768.72892636224,3264660.854443779,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],142.41049
B001786WCL,四季花园,西郊路17号(杨家坪地铁站2号口步行210米),[],106.513602,29.505675,,,439285.8024341799,3264175.654733777,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],84.01596
B0L377M0S6,桃花溪D座,桃花溪街与西郊路交叉口东80米,[],106.513275,29.504025,,,439253.12295227934,3263993.0000999304,120302|120201,商务住宅;住宅区;住宅小区|商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],98.0565
B00178X9M6,群乐佳苑,群乐路,[],106.54953,29.469935,,,442748.0311440283,3260197.356809523,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],55.03426
B00170I3SR,心巢御园,西郊路59号(动物园地铁站2号口步行460米),[],106.506518,29.497611,,,438594.3195303399,3263285.8554534866,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],63.93881
B00178TWYA,天赐佳园,西郊路56号,[],106.511043,29.503331,,,439036.3668449092,3263917.2702291314,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],111.368645
B00178TWY7,锦龙苑,杨家坪西郊路30号(动物园地铁站1号口步行300米),[],106.507972,29.500039,,,438736.7212787357,3263554.1191714997,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],141.70174
B0FFJKBXXN,美好家园,杨家坪街道桃花溪街74号(杨家坪地铁站2号口步行390米),[],106.512935,29.504367,,,439220.3721473354,3264031.072395565,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],103.09105
B0017822QJ,斌鑫·丰泽园,杨家坪直港大道,023-89809700,106.52066,29.509738,,,439972.29659983166,3264622.185169241,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],83.70513
B001786U9Z,紫金星城,李家沱三角碑车站,[],106.533443,29.463904,,,441184.7736113556,3259537.123935234,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],21.987494
B0FFF5NULI,民主三村,九龙坡杨家坪直港大道中段,[],106.522862,29.510115,,,440185.9386173866,3264662.82357682,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],77.40247
B00178TWYD,跃华直港小区,直港大道2号,[],106.519486,29.509188,,,439858.1860330419,3264561.849844292,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],82.73673
B00178TWMY,明鑫园,李家沱马王坪正街2号,[],106.542652,29.465929,,,442078.8716750344,3259756.8837631256,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],52.587914
B00178YWIU,祥瑞新城,杨家坪劳动一村59号,[],106.525488,29.511433,,,440441.2241493543,3264807.514635836,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,3.7,317.67996
B0FFH107HD,蓝光林肯公园,龙洲大道2999号,023-62897777,106.558961,29.483826,,,443670.1301931917,3261731.912102685,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],26.910593
B0FFGMHLRK,工联一村,李渡路与巴滨路交叉口东260米,[],106.548803,29.469523,,,442677.3103511536,3260152.0638945764,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],62.682064
B0HGFA61X3,卓越中寰,杨家坪商圈动物园旁(动物园地铁站1号口步行280米),[],106.506839,29.499769,,,438626.7361829687,3263524.799421011,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],138.91026
B0JB31DPID,重庆市第七人民医院-家属区,李渡路与巴滨路交叉口东220米,[],106.54859,29.46969,,,442656.75201388006,3260170.6727373227,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],62.682064
B0G3ZBLJFD,康养1号,马王坪后街与马王坪正街交叉口南120米,[],106.539315,29.465342,,,441754.97176376765,3259693.5069379,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],56.309082
B001786TTP,融汇半岛东区,李家沱融汇大道1号(重庆理工大学地铁站2D口步行90米),[],106.519384,29.465531,,,439822.50685481314,3259724.5809734142,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,4.1,49.642185
B0FFGKB4AL,杨渡一村,武装部支路与杨渡路交叉口东南160米,[],106.505673,29.496564,,,438511.7788290632,3263170.2907433365,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],42.682983
B0FFJOLBCD,东原·九城时光,九滨路2号,[],106.526755,29.512206,,,440564.4727659071,3264892.517376531,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],214.02211
B0FFFG0620,中交那里,杨渡路639号,[],106.503543,29.493588,,,438303.50611963216,3262841.6679062974,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,大渡口区,,[],47.66424
B0FFH25ZDS,建新东苑,马王坪后街与李石路交叉口北80米,[],106.537355,29.464194,,,441564.26561448106,3259567.287618204,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],36.787033
B001786RWQ,美堤雅城B区,汇龙路68号(兰花路地铁站4号口步行410米),[],106.55599,29.499982,,,443391.0885079316,3263523.479864816,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,南岸区,,[],55.80864
B0KBR7UFUH,染料新村,李石路与马王坪后街交叉口东北160米,[],106.538497,29.464712,,,441675.29531896894,3259624.1108198133,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,巴南区,,[],61.951126
B0L2O5WECJ,锦怡B座,杨家坪西郊路24号锦怡国际,[],106.511125,29.503675,,,439044.5209362172,3263955.343576773,120201|120302,商务住宅;楼宇;商务写字楼|商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],80.17552
B001786S3M,艾佳天泰,团结路50号(杨家坪地铁站4号口步行230米),[],106.518468,29.510024,,,439760.0147320087,3264655.0081720366,120302,商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],93.74932
B0LAV190T6,双鉄金大厦,黄桷坪正街与龙吟路交叉口北180米,[],106.541278,29.485869,,,441957.0061084452,3261966.968966672,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],103.13399
B001703A42,福星楼,黄桷坪正街,[],106.543497,29.488765,,,442173.7686694324,3262286.748912608,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],92.80105
B001786RW2,观江大厦,滩子口加油站旁,[],106.532608,29.49934,,,441124.2943890673,3263463.948549012,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],76.80368
B001792975,重庆南站货运楼,龙吟路重庆南站货场附近,[],106.545359,29.484434,,,442351.8210026615,3261805.939195915,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,4.4,67.942314
B0LR0OPKAQ,五洲世纪文化创意中心-办公大楼,九凤支路与九凤大道交叉口东100米,[],106.522775,29.497925,,,440170.34014204267,3263312.17823633,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],68.79749
B00178XAV1,港华大楼,铁路二村227号,[],106.53411,29.500619,,,441270.6226792504,3263604.906401009,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],129.15775
B0KGLC0UW1,九龙智荟大厦,西子路新华春天A6栋,[],106.519211,29.49811,,,439824.98239715205,3263334.514697429,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],63.82581
B0H21U8LKM,融汇西流沱滨江旅游区-滨江公园,融汇大道与汇滨一路交叉口北240米,[],106.514431,29.476215,,,439348.6070836971,3260910.965974692,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,3.6,29.465887
B00170A47F,建设大厦(直港大道),杨家坪民主三村9栋,[],106.525761,29.508708,,,440466.0886270771,3264505.4361706665,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],124.01597
B0LUNL33BO,中迪广场A区,上阳路与复兴路交叉口东80米,[],106.517212,29.504679,,,439635.1111436791,3264063.4160198784,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],80.23696
B0LR1XUSAA,建设大厦B幢,建设大厦(直港大道),[],106.526317,29.50864,,,440519.9375573369,3264497.617108912,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],159.53325
B0HRK5A1Q4,重庆中迪广场4栋,复兴路与上阳路交叉口北120米,[],106.515947,29.505981,,,439513.2736602609,3264208.338896276,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],80.312355
B001791PYK,轻轨综合楼,杨家坪西交路29号(动物园轻轨车站旁),[],106.508987,29.499436,,,438834.7433848426,3263486.770814944,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],141.59639
B0MGJYBLX5,桃花溪街H座,桃花溪街与西郊路交叉口东南140米,[],106.513475,29.503225,,,439272.030894375,3263904.253105343,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],90.692184
B0MG272N1G,桃花溪G座,桃花溪街与西郊路交叉口东南140米,[],106.513275,29.503175,,,439252.615561135,3263898.8173622973,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],90.692184
B0LGF7QGFR,滨江商业,南滨路与二塘路交叉口东南40米,[],106.556375,29.490575,,,443423.17883356655,3262480.972296855,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[],191.67197
B0FFJDT2MG,重庆市征兵大楼,南滨西路1号,[],106.555035,29.498231,,,443297.5447931849,3263329.9293620666,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,南岸区,,[],60.703518
B0HRKH9MIY,重庆中迪广场3栋,复兴路与高进支路交叉口东南100米,13509448822,106.515512,29.506468,,,439471.40106882073,3264262.526341981,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],80.312355
B0L2B7LCPT,立丹大厦3栋,马王坪正街17号立丹大厦,[],106.538575,29.466225,,,441683.7241690225,3259791.715674328,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,[],63.197723
B0FFFADZAQ,锦怡国际,杨家坪西郊路24号,[],106.510922,29.503723,,,439024.8735096172,3263960.7685153857,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],81.21072
B0017926GG,信合大厦,西郊路80中旁(杨家坪地铁站2号口步行370米),[],106.512285,29.504771,,,439157.611564946,3264076.176687485,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],108.001434
B0FFKC2RJM,天宝商住楼,直港大道11号,[],106.522613,29.509247,,,440161.2948313937,3264566.7744584703,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],59.934536
B0JB31HT5F,民主党派大楼,西郊路与桃花溪街交叉口西40米,[],106.511956,29.504029,,,439125.2790533591,3263994.132793724,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],100.27519
B00170AGWI,西郊大厦(西郊支路),前进路38号(杨家坪地铁站1号口步行170米),023-68426727,106.512717,29.506445,,,439200.48379856034,3264261.435480543,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],111.74815
B001702F80,盛仁汇大厦,杨家坪横街28号(杨家坪地铁站2号口步行360米),[],106.516708,29.509032,,,439588.8448969149,3264546.0041446574,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],106.96573
B0L12RUZDP,玖福金座1栋,李石路与马王坪正街交叉口南140米,[],106.539875,29.465025,,,441809.09020627686,3259658.102697033,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,[],56.309082
B0LGXLDY56,桃花溪A座,西郊支路与西郊路交叉口西80米,[],106.511525,29.504375,,,439083.7107707269,3264032.6963290707,120201|120302,商务住宅;楼宇;商务写字楼|商务住宅;住宅区;住宅小区,重庆市,重庆市,九龙坡区,,[],99.33607
B00178X3ZY,九龙大厦(锦龙路),西郊路98号(动物园地铁站1号口步行460米),023-68445830,106.505114,29.498483,,,438458.753012862,3263383.217628656,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],80.152504
B001702DFC,国际金融大厦(团结路),团结路1-2号(杨家坪地铁站2号口步行260米),023-68966555,106.515625,29.509157,,,439483.9528537116,3264560.4175265385,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],98.25117
B0LU6LKUNK,中迪广场写字楼,直港大道与杨家坪横街交叉口东北100米,[],106.520011,29.510009,,,439909.5548246756,3264652.5479671494,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],71.03936
B00178X4JM,龙湖·西城国际,珠江路48号(杨家坪地铁站4号口步行270米),[],106.51746,29.51056,,,439662.63633436745,3264714.921218116,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],104.40524
B0FFM1NE33,龙湖·西城国际C座,团结路与兴胜路交叉口西60米,[],106.517485,29.510232,,,439664.864825708,3264678.5647712336,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],104.40524
B0I601BG2R,融智中心,直港大道与兴胜路交叉口东南40米,[],106.518496,29.509512,,,439762.4253773444,3264598.262398797,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],101.507576
B0FFM2W0CD,西城天街C座,珠江路48号龙湖·西城国际,[],106.517711,29.510131,,,439686.7090329242,3264667.2564259414,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],104.40524
B0FFL5JSU1,白云大厦,珠江路与杨家坪横街交叉口西北40米,[],106.51597,29.508977,,,439517.2838577051,3264540.293489487,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],100.40367
B0JAYB8039,百丰广场,李家沱正街与马王坪正街交叉口西南60米,[],106.542886,29.465076,,,442101.0763895792,3259662.2530762632,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,[],40.755634
B0L2R5M1F4,凌云商务1号楼,西郊支路与桃花溪街交叉口东北60米,[],106.510851,29.504805,,,439018.6400844819,3264080.694856792,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],71.20561
B0L3OKWUSN,立丹大厦,杨家坪横街与杨家坪正街交叉口东北40米,[],106.515825,29.508975,,,439503.2289884228,3264540.147290063,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],100.40367
B0JB31HTHL,九龙坡区供销社-综合楼,西郊支路与桃花溪街交叉口北140米,[],106.510986,29.505411,,,439032.0881666073,3264147.7708782614,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],89.27426
B0FFK4IUY2,西街星座B座,珠江路48号(杨家坪地铁站4号口步行140米),[],106.517264,29.510788,,,439643.7751976296,3264740.286062893,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],123.65568
B0L197HOMA,盛仁汇大厦28号,珠江路与杨家坪横街交叉口北40米,[],106.516325,29.509125,,,439551.7790731905,3264556.50783099,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],98.25117
B0LDZ5MH4U,九龙大厦2栋,西郊路98号九龙大厦(锦龙路),[],106.505161,29.498437,,,438463.2810084242,3263378.0958219874,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],80.152504
B00178VSRJ,佳宇大厦,杨家坪珠江路39号2-38号,[],106.516012,29.51036,,,439522.17668289423,3264693.512601821,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],108.718094
B0L04UXDPA,重庆市九龙坡区珠江路48号2幢龙湖西城天街A馆,兴胜路与团结路交叉口西北20米,[],106.517925,29.510175,,,439707.47616243176,3264672.0208194456,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],104.40524
B0L1FO0IQY,九龙坡区杨家坪正升百老汇广场A座,正升·百老汇广场(杨家坪地铁站5号口步行150米),[],106.515025,29.508975,,,439425.6914380044,3264540.563644448,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],115.836426
B0FFHP1GV6,龙湖西街星座A座,杨家坪珠江路西城天街48号,[],106.517583,29.511314,,,439675.0046378108,3264798.403100483,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],123.65568
B001707HOC,银都大厦,杨家坪正街13号(杨家坪地铁站2号口步行440米),[],106.515935,29.510787,,,439514.9676580159,3264740.865653783,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],111.67569
B0FFGVZUR7,西城天街B馆,珠江路49-1号附近,[],106.517111,29.511099,,,439629.1309590195,3264774.8252951982,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],114.87766
B0I0YPSMOP,杨家坪重百大楼,杨家坪(杨家坪地铁站2号口步行410米),[],106.514977,29.510914,,,439422.19371684815,3264755.4362542243,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],108.18163
B001793458,时代壹佰,巴南大道2号(恒大城附近),[],106.546375,29.463956,,,442438.7494185217,3259536.425277423,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,巴南区,,[],20.660442
B0KR4CGYUU,跃华新都写字楼,前进支路与前进路交叉口东北60米,[],106.513793,29.509193,,,439306.4136438177,3264565.360993921,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],98.36885
B0H3M78537,渝隆创新大厦,前进支路15号(杨家坪地铁站5号口步行260米),[],106.513183,29.509851,,,439247.6842872017,3264638.588034396,120201,商务住宅;楼宇;商务写字楼,重庆市,重庆市,九龙坡区,,[],55.786285
