geometry,Area_m2,Radius_m,Center_X,Center_Y,Area_mu,Entity,Layer,LyrFrzn,LyrOn,Color,Linetype,Elevation,LineWt,RefName,DocUpdate
"POLYGON Z ((438953.41959999857 3257646.8473000014 3, 438945.18629999936 3257640.5460999995 3, 438936.66659999953 3257651.7515000002 3, 438944.80229999975 3257658.0546999993 3, 438953.41959999857 3257646.8473000014 3))",145.72,6.81,438945.03,3257649.3,0.22,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440819.0155000008 3257647.7517999997 3, 440811.5087999999 3257633.175500001 3, 440807.1272999997 3257635.4831000003 3, 440814.4380000012 3257649.9526999993 3, 440819.0155000008 3257647.7517999997 3))",81.76,5.1,440813.04,3257641.62,0.12,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439217.97690000123 3257660.9976999993 3, 439207.89649999887 3257656.5152 3, 439204.6193999996 3257663.549399999 3, 439214.7971999991 3257668.0305000003 3, 439217.97690000123 3257660.9976999993 3))",85.71,5.22,439211.32,3257662.28,0.13,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439158.20899999887 3257671.9671999994 3, 439162.75060000096 3257664.248400002 3, 439128.76460000017 3257644.2025000006 3, 439123.93299999967 3257652.368100001 3, 439130.1034000005 3257656.0338999997 3, 439127.10689999996 3257660.9570999998 3, 439142.2884000006 3257670.0139000006 3, 439145.57309999946 3257664.310300001 3, 439158.20899999887 3257671.9671999994 3))",468.05,12.21,439141.62,3257659.14,0.7,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440795.3840999999 3257665.1976000005 3, 440789.04760000005 3257633.4258 3, 440776.26080000086 3257634.6917999997 3, 440779.6691000005 3257666.7466999996 3, 440795.3840999999 3257665.1976000005 3))",461.65,12.12,440785.17,3257650.56,0.69,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440824.4649999996 3257661.2634999985 3, 440818.63190000074 3257648.9784999997 3, 440813.5681000005 3257651.5218000007 3, 440808.62540000066 3257641.2123000002 3, 440803.171 3257643.763900001 3, 440812.48729999963 3257667.2754999986 3, 440824.4649999996 3257661.2634999985 3))",250.13,8.92,440813.56,3257655.08,0.38,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((441718.36699999974 3257658.7387000006 3, 441716.1808000013 3257651.687000002 3, 441690.6701999997 3257659.7792000007 3, 441692.8564999991 3257666.830399999 3, 441718.36699999974 3257658.7387000006 3))",197.58,7.93,441704.52,3257659.26,0.3,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440671.5932000011 3257674.2347 3, 440671.3259000007 3257661.832900001 3, 440659.41139999934 3257662.085100001 3, 440659.48340000067 3257674.491100001 3, 440671.5932000011 3257674.2347 3))",149.04,6.89,440665.45,3257668.18,0.22,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439192.33849999955 3257683.0311 3, 439168.9081999996 3257665.6973000006 3, 439162.4198999999 3257674.3347999994 3, 439186.04660000093 3257691.8878999995 3, 439192.33849999955 3257683.0311 3))",317.27,10.05,439177.43,3257678.75,0.48,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440801.16600000113 3257685.4598 3, 440800.7458999999 3257680.3727 3, 440797.4270000005 3257680.664100001 3, 440797.84650000016 3257685.640299999 3, 440801.16600000113 3257685.4598 3))",16.8,2.31,440799.3,3257683.03,0.03,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440823.23509999906 3257684.9965 3, 440821.10230000014 3257670.8612 3, 440811.63850000105 3257672.5 3, 440813.7705999997 3257686.5244000005 3, 440823.23509999906 3257684.9965 3))",136.63,6.59,440817.44,3257678.72,0.2,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440801.81610000035 3257679.6855000006 3, 440800.8796000006 3257669.7347999993 3, 440793.8518000005 3257670.4365000003 3, 440793.44069999945 3257666.9000999997 3, 440785.04580000124 3257667.630599999 3, 440786.6253999998 3257687.427300001 3, 440797.4609000003 3257686.5347 3, 440796.93549999944 3257680.1204000013 3, 440801.81610000035 3257679.6855000006 3))",255.71,9.02,440792.58,3257676.95,0.38,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440673.73460000067 3257689.8096 3, 440673.56629999983 3257677.627200001 3, 440665.9488000004 3257677.7884999993 3, 440666.41019999917 3257689.9646 3, 440673.73460000067 3257689.8096 3))",91.04,5.38,440669.91,3257683.76,0.14,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440806.29319999984 3257693.8823 3, 440804.69609999924 3257687.9337000004 3, 440800.6012000015 3257689.1274999995 3, 440799.7037999998 3257685.9337 3, 440793.5612999995 3257687.7244000006 3, 440795.95629999944 3257696.5367 3, 440806.29319999984 3257693.8823 3))",85.21,5.21,440799.57,3257691.34,0.13,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440824.88919999916 3257700.8035999998 3, 440824.8031999994 3257685.9605999994 3, 440816.4103999997 3257687.0230000005 3, 440818.2528999995 3257701.6073999996 3, 440824.88919999916 3257700.8035999998 3))",111.47,5.96,440821.07,3257693.56,0.17,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439639.1825369176 3257700.600903071 3, 439635.49129999976 3257698.7372 3, 439635.46848057123 3257698.781881969 3, 439632.6915999999 3257704.2192000006 3, 439640.820899999 3257708.2726000007 3, 439643.5229999998 3257702.7924000006 3, 439639.1825369176 3257700.600903071 3))",55.44,4.2,439638.12,3257703.51,0.08,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440201.9624000004 3257710.098999999 3, 440201.7935000004 3257697.9164999994 3, 440185.3860999987 3257698.481899998 3, 440185.8480000002 3257710.6583 3, 440201.9624000004 3257710.098999999 3))",198.23,7.94,440193.75,3257704.27,0.3,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((438918.09780000045 3257712.1801 3, 438916.72339999897 3257710.7603 3, 438909.7449 3257718.507099999 3, 438916.5976000009 3257722.3939 3, 438919.6989000006 3257718.913799999 3, 438915.4809000004 3257715.0991 3, 438918.09780000045 3257712.1801 3))",50.27,4.0,438915.04,3257717.45,0.08,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440673.9302999993 3257723.4831000017 3, 440673.8671999994 3257712.627800001 3, 440667.6170000001 3257712.7602 3, 440667.8754000013 3257723.6113000014 3, 440673.9302999993 3257723.4831000017 3))",66.8,4.61,440670.82,3257718.09,0.1,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((438981.4411000003 3257748.3374999994 3, 438989.5543000001 3257734.3660000004 3, 438975.10249999963 3257716.1977999983 3, 438961.01240000024 3257742.333799999 3, 438966.687599999 3257745.0173999993 3, 438969.5888000011 3257740.6530000013 3, 438981.4411000003 3257748.3374999994 3))",457.28,12.06,438976.08,3257734.09,0.69,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439047.8588000004 3257742.5428999993 3, 439030.2894000012 3257741.8217999996 3, 439029.9332999999 3257747.587799999 3, 439044.37899999996 3257748.1367000015 3, 439047.8588000004 3257742.5428999993 3))",92.14,5.42,439038.14,3257744.93,0.14,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439026.4134000004 3257746.4243 3, 439011.6873000014 3257731.4767000005 3, 439008.0033000005 3257735.521800001 3, 439023.79540000064 3257749.2346000005 3, 439026.4134000004 3257746.4243 3))",97.46,5.57,439017.03,3257740.25,0.15,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((438981.0600999993 3257749.894300001 3, 438973.5296999995 3257747.0181 3, 438971.8005999995 3257751.5863999994 3, 438979.3309000005 3257754.4626999996 3, 438981.0600999993 3257749.894300001 3))",39.37,3.54,438976.43,3257750.74,0.06,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439736.9615000001 3257748.7216999987 3, 439728.92920000077 3257744.669700001 3, 439726.32460000017 3257750.1489999993 3, 439734.45320000127 3257753.9777000006 3, 439736.9615000001 3257748.7216999987 3))",53.45,4.12,439731.64,3257749.37,0.08,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((438999.51289999956 3257751.715900001 3, 438992.7358 3257744.2872000006 3, 438989.35520000116 3257750.0995999994 3, 438991.61250000086 3257752.2805999997 3, 438989.8793999991 3257756.1844999986 3, 438995.4565999993 3257758.757400001 3, 438999.51289999956 3257751.715900001 3))",81.29,5.09,438994.12,3257751.96,0.12,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((438695.7533000002 3257754.9376999997 3, 438690.109299999 3257740.721000001 3, 438685.05040000053 3257742.7806 3, 438686.96419999923 3257752.947300001 3, 438683.36539999914 3257754.5448000007 3, 438678.0226000005 3257741.763699998 3, 438669.94879999943 3257745.1907999995 3, 438678.6573999994 3257766.3479 3, 438684.97990000073 3257763.607599999 3, 438683.3979000007 3257759.972400001 3, 438695.7533000002 3257754.9376999997 3))",317.34,10.05,438682.46,3257752.51,0.48,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440793.8906 3257744.6595 3, 440793.8902999993 3257744.4378 3, 440784.8086999997 3257744.6287999987 3, 440784.6945000008 3257758.5898000007 3, 440793.87509999995 3257758.618399999 3, 440793.8906 3257744.6595 3))",128.48,6.4,440789.33,3257751.58,0.19,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440805.42700000014 3257763.360799999 3, 440805.32780000084 3257746.3024000004 3, 440794.97610000067 3257746.4091000007 3, 440794.8786999992 3257763.2500999994 3, 440805.42700000014 3257763.360799999 3))",177.12,7.51,440800.16,3257754.86,0.27,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439075.78070000105 3257760.9324 3, 439069.134700001 3257759.2660000003 3, 439065.8995000008 3257773.1648 3, 439072.740000001 3257774.7176 3, 439075.78070000105 3257760.9324 3))",98.39,5.6,439070.88,3257767.05,0.15,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((441587.028199999 3257772.419500001 3, 441586.5060000009 3257766.4469000017 3, 441581.04609999916 3257767.1004000013 3, 441581.3719000006 3257772.8551 3, 441587.028199999 3257772.419500001 3))",32.82,3.23,441584.01,3257769.72,0.05,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439096.09759999934 3257780.3254999993 3, 439081.7028999994 3257772.1373 3, 439078.2262999995 3257778.285700001 3, 439092.62160000094 3257786.5851000007 3, 439096.09759999934 3257780.3254999993 3))",117.96,6.13,439087.18,3257779.34,0.18,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((438935.5631000007 3257794.1179 3, 438930.0362999992 3257783.5655999994 3, 438910.292 3257793.828299999 3, 438916.0137999999 3257804.3785999995 3, 438935.5631000007 3257794.1179 3))",265.01,9.18,438922.96,3257793.97,0.4,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439021.9412999993 3257781.9433000004 3, 439017.71189999965 3257776.3594000004 3, 438995.85390000156 3257792.6497000013 3, 439002.272 3257805.2903999994 3, 439014.52080000023 3257797.5678 3, 439012.1606000001 3257794.5026 3, 439018.0873000007 3257790.200999999 3, 439015.6274999996 3257786.804999999 3, 439021.9412999993 3257781.9433000004 3))",331.42,10.27,439008.5,3257791.16,0.5,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((438892.4802000001 3257800.8473999994 3, 438887.1075999999 3257799.707300001 3, 438885.8790999998 3257806.3717999994 3, 438891.34799999953 3257807.2891 3, 438892.4802000001 3257800.8473999994 3))",36.74,3.42,438889.19,3257803.56,0.06,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440888.4303999995 3257795.7442000005 3, 440885.4850000001 3257793.0361 3, 440881.9923000009 3257796.986300002 3, 440884.9364999995 3257799.4728999995 3, 440888.4303999995 3257795.7442000005 3))",20.38,2.55,440885.21,3257796.29,0.03,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440745.4839013984 3257800.8484663926 3, 440739.52689999936 3257800.9740999998 3, 440739.74479999987 3257804.8469999987 3, 440745.5071000004 3257804.8362000007 3, 440745.4839013984 3257800.8484663926 3))",23.04,2.71,440742.58,3257802.87,0.03,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440911.622800001 3257804.0128 3, 440911.4909000003 3257798.143999999 3, 440907.2923000009 3257798.2313999995 3, 440907.42410000064 3257804.1001999984 3, 440911.622800001 3257804.0128 3))",24.65,2.8,440909.46,3257801.12,0.04,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440725.0214999996 3257809.035 3, 440726.30790000147 3257795.160100001 3, 440718.59309999924 3257795.3230000017 3, 440718.67259999923 3257808.9475999996 3, 440725.0214999996 3257809.035 3))",96.66,5.55,440722.17,3257801.9,0.14,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440736.6606999992 3257795.1630999995 3, 440727.3822000002 3257795.1373999985 3, 440727.4636000012 3257809.0943 3, 440736.54679999885 3257809.1242000004 3, 440736.6606999992 3257795.1630999995 3))",128.16,6.39,440732.01,3257802.11,0.19,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440758.91930000106 3257810.314200002 3, 440757.9881000004 3257801.3604 3, 440750.3730000003 3257801.8532000007 3, 440751.20789999916 3257811.0305999992 3, 440758.91930000106 3257810.314200002 3))",70.01,4.72,440754.61,3257806.15,0.11,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440773.2459000005 3257805.1379000014 3, 440766.7012000005 3257804.9433999993 3, 440766.25490000006 3257812.1537000006 3, 440773.09259999916 3257812.3421000005 3, 440773.2459000005 3257805.1379000014 3))",48.28,3.92,440769.82,3257808.67,0.07,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440718.2159999991 3257814.3856 3, 440718.3002000011 3257795.3290999997 3, 440707.94789999945 3257795.437000001 3, 440708.05780000024 3257814.267799999 3, 440718.2159999991 3257814.3856 3))",194.27,7.86,440713.14,3257804.82,0.29,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440749.2883999996 3257816.8318000003 3, 440748.8319000005 3257805.5414999994 3, 440738.1876000007 3257805.7660000008 3, 440736.56869999995 3257812.8903 3, 440736.5946000007 3257817.3210999994 3, 440749.2883999996 3257816.8318000003 3))",136.77,6.6,440743.04,3257811.54,0.21,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((438507.50840000034 3257826.919900001 3, 438496.63590000034 3257818.4028000003 3, 438492.67060000054 3257823.6541000004 3, 438503.34800000116 3257832.1736999988 3, 438507.50840000034 3257826.919900001 3))",91.2,5.39,438500.06,3257825.3,0.14,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((441066.27379999973 3257817.2185999984 3, 441063.95559999964 3257804.747500001 3, 441048.1560000009 3257807.8402 3, 441050.57180000003 3257820.309199999 3, 441066.27379999973 3257817.2185999984 3))",203.73,8.05,441057.24,3257812.52,0.31,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439056.9694999991 3257830.247199999 3, 439051.8234 3257818.2535000006 3, 439039.57980000007 3257826.976299999 3, 439046.9609000004 3257837.3844000017 3, 439056.9694999991 3257830.247199999 3))",174.29,7.45,439048.73,3257828.03,0.26,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440999.8126000003 3257822.9025999997 3, 440996.42860000115 3257811.894 3, 440980.14940000133 3257816.6613 3, 440983.3382000002 3257827.6736999997 3, 440999.8126000003 3257822.9025999997 3))",195.99,7.9,440989.94,3257819.79,0.29,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440733.54990000103 3257831.1225 3, 440733.2498000005 3257813.181900001 3, 440719.5780000001 3257813.4706 3, 440722.3110999988 3257829.9195000012 3, 440733.54990000103 3257831.1225 3))",213.47,8.24,440727.24,3257821.63,0.32,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440762.6741000003 3257834.496600001 3, 440758.08119999943 3257817.3112000013 3, 440745.21020000044 3257820.9058999987 3, 440749.20180000056 3257835.4452000004 3, 440762.6741000003 3257834.496600001 3))",218.68,8.34,440753.97,3257827.0,0.33,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440802.58849999856 3257812.607999998 3, 440791.13560000015 3257808.085 3, 440789.5919000013 3257811.3301999993 3, 440783.9138999992 3257809.0123999985 3, 440781.2229000015 3257816.491399999 3, 440786.11649999995 3257818.2717999998 3, 440781.49450000003 3257829.5581999994 3, 440798.1340000004 3257835.8551999996 3, 440801.5983000008 3257827.0305 3, 440796.99780000036 3257825.2438999997 3, 440802.58849999856 3257812.607999998 3))",387.69,11.11,440791.9,3257821.4,0.58,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439139.3955000007 3257839.997199999 3, 439126.84010000003 3257829.4568000007 3, 439120.8320999994 3257836.6445999993 3, 439133.2905000003 3257847.2978000008 3, 439139.3955000007 3257839.997199999 3))",154.78,7.02,439130.11,3257838.36,0.23,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439114.1741999994 3257849.3817000003 3, 439122.0210999998 3257839.616299999 3, 439118.4900999995 3257836.6826 3, 439123.2373000004 3257830.8449 3, 439106.8586000005 3257817.3738000006 3, 439109.57050000055 3257813.8958000005 3, 439100.84190000047 3257806.7254000003 3, 439090.379 3257819.6335 3, 439097.7339999999 3257825.6081999997 3, 439092.2128999992 3257832.5654000016 3, 439095.0554000004 3257834.6245 3, 439089.2422000006 3257841.6971000014 3, 439097.67590000055 3257848.5406 3, 439103.77930000063 3257841.0197999994 3, 439114.1741999994 3257849.3817000003 3))",797.51,15.93,439105.29,3257830.37,1.2,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((441090.4415999992 3257842.8705000007 3, 441090.3854999996 3257833.2336 3, 441078.6698999997 3257833.3614 3, 441078.9206000003 3257842.883600001 3, 441090.4415999992 3257842.8705000007 3))",111.31,5.95,441084.62,3257838.07,0.17,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((441076.48700000055 3257844.151900002 3, 441073.76999999897 3257830.2485999996 3, 441063.92000000074 3257832.2223 3, 441066.4417999998 3257846.1293999995 3, 441076.48700000055 3257844.151900002 3))",143.5,6.76,441070.16,3257838.21,0.22,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439073.70349999896 3257854.3530000006 3, 439056.4079 3257834.2441000007 3, 439048.5425999997 3257840.7935 3, 439050.9002999995 3257843.415200001 3, 439053.13269999955 3257841.3858000007 3, 439068.16940000077 3257859.0939000016 3, 439073.70349999896 3257854.3530000006 3))",202.01,8.02,439061.73,3257846.37,0.3,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440776.55909999914 3257870.762700001 3, 440757.74569999974 3257860.191400001 3, 440754.65120000066 3257865.4635 3, 440770.63080000045 3257875.7620000006 3, 440773.6592999998 3257875.9198 3, 440776.55909999914 3257870.762700001 3))",144.46,6.78,440765.67,3257868.49,0.22,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440025.6262999989 3257855.7903 3, 440016.8108999999 3257851.651299999 3, 440007.92708821804 3257869.6199539197 3, 440003.97330000036 3257877.6169999996 3, 440004.01814343396 3257877.6391801257 3, 440012.79009999987 3257881.9779000003 3, 440025.6262999989 3257855.7903 3))",284.45,9.52,440014.79,3257866.78,0.43,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((441024.947399999 3257863.3753 3, 441017.1706999999 3257852.5675000004 3, 440993.6396999992 3257869.5588000016 3, 441001.4168 3257880.366100001 3, 441024.947399999 3257863.3753 3))",386.45,11.09,441009.29,3257866.47,0.58,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((438586.9041999992 3257881.0424000015 3, 438589.7997000003 3257876.133099999 3, 438592.83480000054 3257878.2010999992 3, 438596.4149000001 3257873.6156 3, 438588.6797999992 3257868.281500001 3, 438580.5629000006 3257880.454399999 3, 438581.33700000006 3257895.621699999 3, 438587.2828999996 3257895.3282999983 3, 438586.9041999992 3257881.0424000015 3))",183.53,7.64,438586.31,3257881.5,0.28,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440866.1734000001 3257880.958100001 3, 440860.84620000026 3257871.7635999997 3, 440852.0878999996 3257877.043 3, 440857.4137999999 3257886.0157 3, 440866.1734000001 3257880.958100001 3))",107.09,5.84,440859.14,3257878.93,0.16,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440151.10899999976 3257866.3699 3, 440142.48670000036 3257861.8969999994 3, 440133.1174999995 3257879.8178000003 3, 440136.15439999977 3257881.3055000007 3, 440132.00109999976 3257889.2577000004 3, 440137.58710000035 3257892.354 3, 440151.10899999976 3257866.3699 3))",253.97,8.99,440140.94,3257876.2,0.38,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439508.6925999997 3257888.133899999 3, 439500.28970000014 3257887.1821999997 3, 439499.46120000014 3257895.6170000015 3, 439507.8633999995 3257896.4580999995 3, 439508.6925999997 3257888.133899999 3))",71.15,4.76,439504.07,3257891.85,0.11,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((441026.3038000002 3257878.3032000004 3, 441038.5277000008 3257864.7583 3, 441033.4237999993 3257860.2101000017 3, 441022.3617999998 3257872.069399999 3, 441019.61319999886 3257869.5778999995 3, 441012.0457000008 3257877.9315000004 3, 441024.2186000011 3257889.0919 3, 441030.52509999974 3257882.2047 3, 441026.3038000002 3257878.3032000004 3))",288.97,9.59,441025.0,3257875.08,0.43,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439521.05299999984 3257897.7633999996 3, 439521.23840000096 3257879.7024000008 3, 439514.9885999989 3257879.5973000005 3, 439514.829599999 3257885.6932999985 3, 439518.1490999999 3257885.6315000006 3, 439516.6357999997 3257893.8575999998 3, 439512.6315000006 3257893.7104999996 3, 439512.6809999993 3257885.6225000005 3, 439509.360200001 3257885.4628000003 3, 439509.3339000008 3257897.427799999 3, 439521.05299999984 3257897.7633999996 3))",140.22,6.68,439516.06,3257889.76,0.21,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((438843.4605000011 3257858.1624000003 3, 438795.93109999923 3257854.1771 3, 438791.99879999924 3257897.7677999986 3, 438839.4302000003 3257901.7561000017 3, 438843.4605000011 3257858.1624000003 3))",2085.65,25.77,438817.71,3257877.96,3.13,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439740.34549999924 3257891.4537000004 3, 439684.7209000002 3257865.6204000013 3, 439681.2490000001 3257872.9993999987 3, 439676.84240000043 3257870.9799999995 3, 439674.9132000005 3257875.0056000007 3, 439735.1406999994 3257903.0774 3, 439740.34549999924 3257891.4537000004 3))",801.72,15.97,439709.05,3257884.04,1.2,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440881.1137999996 3257897.4852000005 3, 440877.0533999987 3257887.8210000005 3, 440867.79990000045 3257891.8916999986 3, 440872.0556000004 3257901.5516999993 3, 440881.1137999996 3257897.4852000005 3))",105.38,5.79,440874.49,3257894.68,0.16,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((438991.1689999993 3257906.4927 3, 438978.24449999986 3257899.0465999986 3, 438974.7673999995 3257904.971000001 3, 438987.6912000009 3257912.3066000002 3, 438991.1689999993 3257906.4927 3))",101.56,5.69,438982.95,3257905.69,0.15,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440138.7446000001 3257906.399399999 3, 440132.37789999915 3257903.4302999983 3, 440130.1609000005 3257908.4617000003 3, 440136.6246999999 3257911.3182 3, 440138.7446000001 3257906.399399999 3))",38.23,3.49,440134.46,3257907.4,0.06,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((440992.02064545813 3257893.299900319 3, 440992.06460000074 3257900.832300001 3, 440985.5217999995 3257900.7457 3, 440983.0984999995 3257903.7869 3, 440990.5407 3257907.3999999994 3, 441001.7897999997 3257894.0955000003 3, 440995.31759999925 3257889.3543999996 3, 440992.02064545813 3257893.299900319 3))",121.41,6.22,440993.17,3257898.71,0.18,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((438774.72080000106 3257911.742 3, 438766.18029999995 3257902.663799999 3, 438761.91300000076 3257906.7099 3, 438769.9652000015 3257915.6842000005 3, 438767.0560000003 3257918.493400001 3, 438775.79290000023 3257927.7904000008 3, 438780.1571000004 3257923.6317000007 3, 438771.71409999963 3257914.552599999 3, 438774.72080000106 3257911.742 3))",151.66,6.95,438770.99,3257915.26,0.23,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((441584.74639999913 3257917.917300001 3, 441580.4297000001 3257896.9475999987 3, 441567.9553999996 3257899.3917 3, 441572.2723000007 3257920.361099999 3, 441584.74639999913 3257917.917300001 3))",272.13,9.31,441576.35,3257908.65,0.41,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439398.59328516305 3257929.1245010844 3, 439394.57299999986 3257923.7882000003 3, 439388.64740000124 3257928.7691 3, 439392.57247494813 3257933.979250791 3, 439392.68219999986 3257934.1249000006 3, 439398.6078999995 3257929.1439 3, 439398.59328516305 3257929.1245010844 3))",51.83,4.06,439393.63,3257928.96,0.08,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
"POLYGON Z ((439500.1382999999 3257927.2884000004 3, 439495.1258999993 3257905.4462000006 3, 439487.03989999974 3257908.4761000006 3, 439496.86649999977 3257935.3253999995 3, 439500.1382999999 3257927.2884000004 3))",179.31,7.55,439494.37,3257918.37,0.27,LWPolyline,重庆市,0,1,215,Continuous,3.0,25,,2019-12-31
